,transcript,gene,chr,n_exons,cds_start,cds_end,bp,mu_syn,mu_mis,mu_lof,n_syn,n_mis,n_lof,exp_syn,exp_mis,exp_lof,syn_z,mis_z,lof_z,pLI,pRec,pNull
11427,ENST00000339824.5,KSR2,12,20,117905003,118406060,2853,1.78E-05,3.73E-05,2.32E-06,177,238,1,197.2090949,400.9695043,31.98667167,0.892139996,3.980770254,5.427252947,0.999946625,5.34E-05,1.70E-12
12683,ENST00000326648.3,ZNF609,15,8,64791618,64973581,4236,1.62E-05,4.15E-05,2.52E-06,218,420,1,186.804147,473.0213346,31.9509552,-1.414991323,1.192412404,5.424026509,0.999945907,5.41E-05,1.75E-12
17628,ENST00000378444.4,BCOR,X,14,39911361,39937182,5268,2.82E-05,5.81E-05,3.19E-06,219,374,0,204.914613,418.4693086,27.52754313,-0.610003325,1.063273371,5.197247441,0.999945621,5.44E-05,8.78E-12
10827,ENST00000389082.5,DENND5B,12,21,31540536,31743766,3825,1.49E-05,3.64E-05,3.11E-06,142,229,2,131.8491011,334.5140512,36.34046302,-0.548043997,2.821757781,5.64287708,0.999945504,5.45E-05,3.62E-13
1254,ENST00000368194.3,ARHGEF11,1,41,156905791,157014122,4689,2.03E-05,5.07E-05,4.61E-06,224,518,9,238.0114879,568.0153001,67.19770326,0.563034665,1.026453606,7.032638874,0.999945339,5.47E-05,5.06E-18
15263,ENST00000446248.2,CAMSAP3,19,19,7660888,7682943,3831,3.06E-05,5.95E-05,2.89E-06,193,306,1,261.714435,502.8025619,31.85681515,2.633197145,4.292877756,5.415513538,0.999943969,5.60E-05,1.91E-12
931,ENST00000369558.1,HIPK1,1,15,114483005,114516134,3633,1.43E-05,3.24E-05,2.64E-06,184,299,2,168.456793,373.2566622,36.21631253,-0.742413209,1.8799587,5.632105513,0.999942915,5.71E-05,4.05E-13
2272,ENST00000409262.3,TET3,2,9,74273449,74329303,4983,2.76E-05,5.77E-05,2.58E-06,302,457,0,268.3912158,557.3110386,27.38530788,-1.271798588,2.078337946,5.183803417,0.999942651,5.73E-05,1.00E-11
1552,ENST00000442510.2,PTPRC,1,32,198608398,198725310,3921,1.36E-05,3.36E-05,3.34E-06,175,378,5,162.0938759,380.9792218,49.36319105,-0.628436045,0.074656139,6.254762879,0.999941156,5.88E-05,3.61E-15
6554,ENST00000396946.4,CARD11,7,24,2946271,2998140,3465,2.20E-05,4.69E-05,3.36E-06,233,315,4,249.1023506,517.1149794,44.87002695,0.632486187,4.347318187,6.043888415,0.999939282,6.07E-05,1.93E-14
119,ENST00000377022.3,CASZ1,1,18,10698998,10753946,5280,4.71E-05,8.00E-05,2.79E-06,355,581,2,477.4408339,817.3212016,36.01610712,3.473888508,4.043177174,5.614691884,0.999938476,6.15E-05,4.86E-13
13181,ENST00000318282.5,MKL2,16,15,14234463,14355301,3150,1.33E-05,2.93E-05,2.24E-06,172,341,1,156.4368376,338.0564205,31.59113743,-0.771398591,-0.078307016,5.391413885,0.999938116,6.19E-05,2.44E-12
4736,ENST00000511685.1,TENM3,4,27,183245173,183721504,8100,4.25E-05,9.16E-05,5.79E-06,423,748,10,433.5507082,939.4492907,71.26773685,0.314130986,3.05515708,7.189108904,0.999937944,6.21E-05,1.39E-18
6481,ENST00000367097.3,TULP4,6,14,158735048,158927726,4632,2.73E-05,5.72E-05,2.67E-06,368,547,2,314.0848089,651.249217,35.94437118,-1.885980626,1.998092599,5.60843882,0.999936803,6.32E-05,5.19E-13
5558,ENST00000261937.6,FLT4,5,30,180030191,180076545,4092,3.10E-05,5.88E-05,3.62E-06,330,433,5,334.4278207,623.1946578,49.16709945,0.150101924,3.726515924,6.239521424,0.999936679,6.33E-05,4.32E-15
11992,ENST00000280979.4,AKAP6,14,12,32902699,33293979,6960,2.39E-05,5.79E-05,4.28E-06,329,769,6,275.417584,660.5008579,53.57598504,-2.001593253,-2.064932632,6.438614308,0.999936668,6.33E-05,8.74E-16
5354,ENST00000265272.5,JAKMIP2,5,20,146971228,147051369,2433,9.33E-06,2.31E-05,2.91E-06,109,138,3,112.2313114,265.3495826,40.34208889,0.189090517,3.823885039,5.823835566,0.999936528,6.35E-05,1.06E-13
9657,ENST00000399302.2,QSER1,11,11,32949572,32998020,5208,1.57E-05,4.00E-05,3.18E-06,198,499,3,181.8615083,455.9004329,40.30569915,-0.741894581,-0.987312614,5.820785968,0.999935659,6.43E-05,1.10E-13
13752,ENST00000263073.6,SMG6,17,19,1964785,2207014,4260,1.96E-05,4.99E-05,3.42E-06,248,535,4,211.7582118,535.1919213,44.69341661,-1.543970913,0.004057296,6.029649433,0.999935136,6.49E-05,2.26E-14
15204,ENST00000159111.4,KDM4B,19,21,5032901,5151522,3291,2.71E-05,5.06E-05,2.55E-06,262,309,1,260.8203093,475.8950134,31.44982651,-0.045284579,3.742003587,5.378551916,0.999934757,6.52E-05,2.77E-12
12919,ENST00000268171.3,FURIN,15,15,91418970,91425108,2385,1.60E-05,3.29E-05,2.02E-06,195,245,0,173.6462452,349.4414666,26.98146717,-1.004597345,2.732765096,5.145439741,0.999933301,6.67E-05,1.44E-11
12229,ENST00000325680.7,YLPM1,14,20,75230192,75302114,6441,2.44E-05,6.38E-05,6.46E-06,272,680,11,269.2710918,690.6844067,75.47446654,-0.103096087,0.198850525,7.351524912,0.999933059,6.69E-05,3.39E-19
7340,ENST00000404141.1,PAXIP1,7,21,154735858,154794639,3210,1.38E-05,3.04E-05,3.27E-06,115,185,1,114.7154946,247.3694005,31.3564284,-0.016467235,1.93961306,5.370034464,0.999932438,6.76E-05,3.02E-12
9410,ENST00000448903.2,AP2A2,11,22,926021,1010625,2820,1.98E-05,3.76E-05,2.50E-06,179,191,1,183.2088733,345.416313,31.34759974,0.192772366,4.063854917,5.369228578,0.999932215,6.78E-05,3.04E-12
15958,ENST00000262891.4,MARK4,19,17,45754846,45805968,2259,1.46E-05,3.35E-05,2.06E-06,130,202,0,149.3993458,330.9769039,26.93515703,0.983923238,3.467604505,5.141022123,0.999932136,6.79E-05,1.51E-11
16932,ENST00000286827.3,TIAM1,21,25,32492685,32639288,4776,2.63E-05,5.42E-05,3.81E-06,287,531,6,306.5721086,622.2185169,53.38606891,0.692979753,1.788660672,6.424308563,0.999932006,6.80E-05,1.04E-15
9115,ENST00000266058.4,SLIT1,10,37,98760868,98945431,4605,2.69E-05,5.68E-05,3.97E-06,265,440,6,283.7891093,589.8329571,53.3396216,0.691444867,3.017584279,6.420805278,0.999930815,6.92E-05,1.08E-15
5811,ENST00000376621.3,GNL1,6,12,30513848,30523980,1824,8.05E-06,2.10E-05,2.02E-06,89,141,0,90.84777649,231.9200721,26.87590393,0.120182873,2.920163567,5.135363632,0.999930615,6.94E-05,1.59E-11
12158,ENST00000394419.4,ACTN1,14,22,69341575,69445773,2745,1.51E-05,3.40E-05,2.77E-06,163,236,3,178.6673275,390.329273,40.10230296,0.726642871,3.820755846,5.803712759,0.999930574,6.94E-05,1.32E-13
10126,ENST00000304363.4,SUV420H1,11,10,67925154,67957543,2658,1.08E-05,2.47E-05,2.07E-06,129,185,0,123.7632632,277.0604415,26.85955258,-0.291817419,2.705216825,5.13380134,0.99993019,6.98E-05,1.61E-11
4219,ENST00000342295.1,RBPJ,4,11,26322378,26432629,1503,5.86E-06,1.41E-05,2.08E-06,72,59,0,63.81754938,153.3465069,26.82072939,-0.634983829,3.726535826,5.130090068,0.999929169,7.08E-05,1.67E-11
14166,ENST00000304718.4,GGNBP2,17,13,34901573,34945841,2094,7.50E-06,2.01E-05,2.35E-06,76,143,1,85.91182515,226.2193977,31.22792791,0.66294401,2.706301279,5.358293307,0.999929112,7.09E-05,3.39E-12
3136,ENST00000399451.2,ANKRD28,3,28,15711776,15900910,3162,1.21E-05,2.81E-05,2.71E-06,127,273,2,125.9766078,277.7208739,35.62591073,-0.056526218,0.138559714,5.580598406,0.99992881,7.12E-05,6.93E-13
11782,ENST00000376387.4,TM9SF2,13,17,100153860,100215012,1992,8.63E-06,1.95E-05,1.77E-06,94,132,0,104.1248938,226.2994731,26.79037192,0.615124326,3.066084044,5.127185717,0.99992836,7.16E-05,1.72E-11
10763,ENST00000261167.2,WBP11,12,11,14939998,14954317,1926,6.09E-06,1.94E-05,2.07E-06,69,126,0,71.91561287,219.0192159,26.78241898,0.213141189,3.07431234,5.126424918,0.999928146,7.19E-05,1.73E-11
11180,ENST00000545606.1,CAND1,12,15,67663497,67706610,3693,1.19E-05,3.01E-05,2.27E-06,172,199,1,138.0658533,341.1968104,31.14946583,-1.790369162,3.765336589,5.351111738,0.999927001,7.30E-05,3.64E-12
875,ENST00000256637.6,SORT1,1,20,109856664,109940514,2496,1.24E-05,2.75E-05,2.22E-06,98,184,1,100.7789363,235.5724099,31.13335635,0.171608015,1.643506808,5.349636299,0.99992656,7.34E-05,3.70E-12
6432,ENST00000543571.1,LATS1,6,7,149982864,150023262,3393,1.05E-05,3.02E-05,2.93E-06,131,298,2,120.8247135,342.2243942,35.54145952,-0.573876995,1.1692918,5.573191831,0.999926526,7.35E-05,7.49E-13
1741,ENST00000328205.5,LIN9,1,15,226420201,226496888,1677,5.96E-06,1.59E-05,1.91E-06,69,138,0,70.45449177,178.0829514,26.72185508,0.107425125,1.46914763,5.120625741,0.9999265,7.35E-05,1.83E-11
15570,ENST00000262803.5,UPF1,19,23,18943018,18976972,3357,2.55E-05,4.64E-05,2.44E-06,244,169,2,283.268902,509.6632692,35.52509955,1.446434417,7.380744426,5.571756709,0.999926075,7.39E-05,7.60E-13
9927,ENST00000301785.5,HNRNPUL2,11,14,62482770,62494628,2244,1.38E-05,2.87E-05,2.76E-06,127,207,2,134.0903243,290.0107635,35.50059151,0.379590562,2.384207073,5.569605094,0.999925395,7.46E-05,7.77E-13
2549,ENST00000409645.1,MGAT5,2,16,135011974,135206418,2226,8.65E-06,2.04E-05,2.16E-06,115,162,1,104.1516731,237.2708198,31.07774015,-0.65898863,2.390126009,5.344538364,0.999925017,7.50E-05,3.89E-12
9826,ENST00000287169.3,ZDHHC5,11,11,57440562,57467503,2148,8.58E-06,2.43E-05,2.00E-06,100,224,0,100.3309877,275.9476772,26.6397733,0.020486123,1.52957011,5.112754367,0.999924209,7.58E-05,1.97E-11
628,ENST00000294353.6,ZYG11B,1,14,53192325,53287301,2235,7.27E-06,2.00E-05,1.93E-06,104,104,0,83.27458254,224.1188121,26.62499842,-1.407980277,3.924535862,5.111336828,0.999923789,7.62E-05,2.00E-11
17221,ENST00000338641.4,NF2,22,16,29999987,30090791,1788,8.30E-06,1.87E-05,1.99E-06,86,119,0,88.01208848,193.0962578,26.60939236,0.132961433,2.608110383,5.109838242,0.999923343,7.67E-05,2.03E-11
13792,ENST00000381638.2,ZZEF1,17,55,3910183,4046189,8886,4.27E-05,9.35E-05,7.66E-06,477,994,18,477.705439,1030.374516,105.968594,0.020008049,0.554270545,8.465034776,0.999923091,7.69E-05,6.61E-24
1968,ENST00000338086.5,PUM2,2,20,20451345,20527121,3195,1.05E-05,2.81E-05,2.81E-06,141,255,3,126.2300521,324.2006126,39.82071717,-0.814977431,1.879833347,5.779994115,0.999922864,7.71E-05,1.71E-13
10011,ENST00000377264.3,ATG2A,11,41,64662444,64684607,5817,3.61E-05,7.67E-05,4.98E-06,361,668,8,360.5798778,754.3534936,61.86273812,-0.013715175,1.537832189,6.783652093,0.99992273,7.73E-05,5.81E-17
8187,ENST00000376552.2,TLE4,9,20,82187705,82340059,2322,1.14E-05,2.46E-05,2.03E-06,131,148,1,136.194207,283.6703475,30.95996161,0.275923601,3.939982585,5.333726326,0.99992164,7.84E-05,4.33E-12
3107,ENST00000360273.2,ATP2B2,3,22,10370497,10491227,3732,2.60E-05,5.08E-05,2.35E-06,248,267,2,301.0959167,580.198906,35.36474051,1.896959316,6.359869343,5.557663188,0.999921506,7.85E-05,8.79E-13
2605,ENST00000392783.2,BAZ2B,2,35,160176775,160335230,6507,1.96E-05,5.34E-05,5.58E-06,266,641,11,230.8855669,602.7785873,75.04648971,-1.432637364,-0.761454842,7.323519103,0.99992144,7.86E-05,5.01E-19
17711,ENST00000334136.5,HDAC6,X,28,48661099,48683022,3648,1.66E-05,3.96E-05,2.84E-06,125,175,0,113.3262311,260.1403552,26.52204942,-0.67982404,2.581952463,5.101445339,0.999920798,7.92E-05,2.20E-11
10142,ENST00000338508.4,SHANK2,11,33,70318973,70858372,5553,3.96E-05,7.44E-05,4.51E-06,248,396,0,295.4097193,541.1321327,26.50091574,1.710032216,3.051604977,5.099412784,0.99992017,7.98E-05,2.24E-11
1750,ENST00000366769.3,CDC42BPA,1,36,227181968,227504883,5160,1.72E-05,4.51E-05,5.14E-06,210,428,10,201.6003605,508.8669141,70.59352366,-0.366743469,1.753416501,7.143868534,0.999920148,7.99E-05,2.58E-18
17969,ENST00000328300.6,COL4A5,X,53,107683355,107939608,5076,1.69E-05,4.37E-05,4.18E-06,138,287,5,139.9350022,333.9876245,48.48725974,0.101406847,1.257576942,6.1863989,0.999918348,8.17E-05,8.02E-15
18040,ENST00000371113.4,OCRL,X,24,128674416,128724247,2706,9.36E-06,2.60E-05,3.07E-06,74,119,1,75.67804902,203.2009843,30.84828112,0.119582981,2.889154734,5.32345455,0.999918298,8.17E-05,4.79E-12
4034,ENST00000326793.6,ACAP2,3,23,195000056,195163576,2337,8.18E-06,2.08E-05,2.81E-06,83,144,3,97.71847463,234.4778722,39.66325017,0.923046939,2.890067527,5.76668863,0.999918185,8.18E-05,1.97E-13
6028,ENST00000314073.5,GLTSCR1L,6,11,42789760,42833184,3240,1.28E-05,2.85E-05,1.93E-06,143,311,0,149.3527633,327.0685468,26.43362455,0.322261159,0.434582713,5.092933601,0.999918135,8.19E-05,2.38E-11
3377,ENST00000002829.3,SEMA3F,3,18,50197055,50225548,2358,1.56E-05,3.53E-05,2.63E-06,159,273,2,173.6080195,379.761274,35.23812804,0.687314391,2.679630577,5.546510311,0.9999177,8.23E-05,9.87E-13
7140,ENST00000354725.3,SND1,7,24,127292427,127732110,2733,1.34E-05,3.20E-05,3.16E-06,132,224,4,150.569897,352.6752659,44.03699406,0.938188184,3.351383504,5.976436283,0.999917089,8.29E-05,4.11E-14
16747,ENST00000371998.3,NCOA3,20,21,46250991,46282161,4275,1.36E-05,3.70E-05,3.89E-06,171,456,6,163.0596279,428.3690267,52.84371943,-0.385494897,-0.652986285,6.383286784,0.999916718,8.33E-05,1.70E-15
4608,ENST00000454497.2,OTUD4,4,20,146058581,146095860,3150,9.87E-06,2.56E-05,2.97E-06,122,265,3,116.3411245,288.5965709,39.60804561,-0.325248169,0.679391767,5.762016746,0.999916478,8.35E-05,2.07E-13
8539,ENST00000372190.3,RAPGEF1,9,24,134454883,134585070,3288,1.90E-05,3.77E-05,2.99E-06,187,279,3,203.2706578,396.0304551,39.55326541,0.707486766,2.876412593,5.757377714,0.99991475,8.53E-05,2.18E-13
12740,ENST00000558939.1,TLE3,15,20,70342435,70389137,2319,1.59E-05,2.90E-05,2.14E-06,172,152,0,155.1395803,276.9766781,26.28749556,-0.839181783,3.673025116,5.078837712,0.999913537,8.65E-05,2.72E-11
11625,ENST00000315596.10,PDS5B,13,34,33222909,33349190,4344,1.31E-05,3.67E-05,4.42E-06,179,266,8,155.5941899,414.1600616,61.52735253,-1.163258528,3.560931436,6.759760998,0.999912404,8.76E-05,7.88E-17
17678,ENST00000377604.3,RBM10,X,23,47006880,47045998,2793,1.66E-05,3.69E-05,3.21E-06,112,86,0,106.8447451,229.9520601,26.24589097,-0.309191042,4.643182706,5.074816521,0.999912181,8.78E-05,2.82E-11
7865,ENST00000395386.2,PHF20L1,8,20,133790074,133858168,3054,1.02E-05,2.71E-05,2.86E-06,118,243,3,119.9540391,306.6126322,39.46790216,0.110602927,1.776906587,5.750140825,0.999911984,8.80E-05,2.35E-13
10643,ENST00000456013.1,PTPN6,12,15,7060675,7070027,1875,1.10E-05,2.35E-05,1.84E-06,99,128,0,121.7839896,255.4643258,26.2377942,1.279924365,3.900676457,5.074033366,0.999911915,8.81E-05,2.84E-11
6760,ENST00000297323.7,ADCY1,7,20,45614142,45753594,3360,2.42E-05,4.64E-05,2.46E-06,200,212,2,256.0654189,490.3818617,34.98768879,2.172045306,6.148797824,5.524384794,0.99990962,9.04E-05,1.24E-12
13258,ENST00000303531.7,PRKCB,16,17,23847496,24226137,2022,1.06E-05,2.37E-05,1.71E-06,111,105,0,125.5264298,271.5789526,26.12354909,0.803785016,4.944115061,5.062975081,0.99990807,9.19E-05,3.16E-11
8256,ENST00000277165.6,FAM120A,9,18,96214197,96326822,3357,2.07E-05,4.12E-05,2.27E-06,151,224,1,209.03615,417.582149,30.50338505,2.488500114,4.633516621,5.29160642,0.99990705,9.29E-05,6.56E-12
10068,ENST00000320580.4,PACS1,11,24,65837957,66010751,2892,1.70E-05,3.41E-05,2.41E-06,135,185,2,172.5083135,350.4421053,34.89269391,1.770401852,4.322692552,5.515969785,0.999906352,9.36E-05,1.35E-12
14397,ENST00000322157.4,NPEPPS,17,23,45608666,45699286,2760,1.04E-05,2.66E-05,2.61E-06,66,90,1,96.64329172,240.198502,30.47107364,1.932408784,4.740202673,5.288612651,0.99990592,9.41E-05,6.76E-12
17579,ENST00000379565.3,RPS6KA3,X,22,20173515,20284750,2223,7.51E-06,1.99E-05,2.56E-06,42,30,0,56.74786914,147.1561852,26.05546765,1.213679373,4.723810339,5.056373524,0.999905699,9.43E-05,3.36E-11
13051,ENST00000262304.4,PKD1,16,46,2139727,2185690,12912,0.000109781,0.000206184,7.47E-06,1153,1763,11,906.5319479,1705.703874,74.54773518,-5.07479639,-0.678561095,7.290755902,0.999905332,9.47E-05,7.89E-19
15217,ENST00000340578.6,RANBP3,19,17,5917620,5978093,1704,1.17E-05,2.08E-05,1.75E-06,134,166,0,132.5957721,231.9520217,26.0369494,-0.075598567,2.118094589,5.054576192,0.999905044,9.50E-05,3.42E-11
1855,ENST00000283179.9,HNRNPU,1,14,245017751,245027609,2478,1.43E-05,2.84E-05,2.30E-06,132,159,1,144.7711397,294.3477615,30.39823652,0.658016586,3.858666634,5.281858392,0.999903323,9.67E-05,7.22E-12
15870,ENST00000575354.2,CIC,19,20,42788856,42799343,4827,2.77E-05,5.96E-05,2.54E-06,361,567,2,304.2389447,646.8126674,34.79719216,-2.017404245,1.534967512,5.507496486,0.999902947,9.71E-05,1.47E-12
12283,ENST00000328459.6,TTC7B,14,20,91007711,91282639,2532,1.41E-05,2.91E-05,2.46E-06,163,245,2,157.9741572,316.7455298,34.78659787,-0.247891484,1.971768097,5.506555688,0.999902561,9.74E-05,1.49E-12
8437,ENST00000447404.2,STRBP,9,17,125887875,125946413,2019,7.42E-06,1.77E-05,1.80E-06,81,107,0,86.83918658,198.9238917,25.96408989,0.388458106,3.187875872,5.047499049,0.999902421,9.76E-05,3.65E-11
16370,ENST00000253024.5,TRIM28,19,17,59056124,59061920,2508,1.56E-05,3.28E-05,1.92E-06,166,185,0,120.4125742,296.3163687,25.95336527,-2.575480596,3.162989689,5.046456941,0.999902029,9.80E-05,3.69E-11
5619,ENST00000379802.3,DSP,6,24,7542148,7586111,8616,3.58E-05,8.51E-05,6.95E-06,432,898,14,406.302568,955.6027022,87.67078959,-0.790339748,0.911424374,7.793949237,0.999901543,9.85E-05,7.19E-21
9980,ENST00000402010.2,MARK2,11,19,63606978,63676709,2367,1.24E-05,2.97E-05,2.23E-06,126,139,1,137.2502133,322.2687014,30.33083135,0.595323757,4.993392945,5.275600492,0.999900855,9.91E-05,7.68E-12
2843,ENST00000342788.4,ERBB4,2,28,212248339,213403254,3927,1.40E-05,3.78E-05,3.65E-06,187,364,6,168.4335538,432.8305835,52.37208125,-0.886875716,1.618225433,6.347407234,0.999900654,9.93E-05,2.62E-15
17123,ENST00000351989.3,DGCR8,22,13,20073486,20097631,2322,1.38E-05,2.82E-05,1.81E-06,146,190,0,160.737394,322.3107375,25.78950674,0.720629192,3.604741045,5.030500983,0.999895838,0.000104162,4.28E-11
9985,ENST00000265459.6,NRXN2,11,22,64374667,64481171,5139,4.27E-05,8.11E-05,3.57E-06,294,391,4,361.1860564,706.9285404,43.4200695,2.191610098,5.811891591,5.926002155,0.999895574,0.000104426,7.22E-14
461,ENST00000373019.4,SF3A3,1,17,38423857,38455637,1506,5.07E-06,1.36E-05,2.20E-06,66,62,1,61.2964909,152.7128221,30.18638663,-0.372437783,3.590436904,5.262164581,0.999895352,0.000104648,8.76E-12
8207,ENST00000376214.1,NTRK2,9,18,87285663,87636352,2517,1.29E-05,2.66E-05,2.05E-06,136,145,1,148.8089205,298.7020914,30.13145966,0.650948807,4.349878325,5.25704715,0.99989318,0.00010682,9.21E-12
4002,ENST00000306376.5,ETV5,3,12,185766427,185823657,1533,6.75E-06,1.57E-05,1.84E-06,73,132,0,81.14910782,181.8957676,25.70455336,0.560812594,1.809544069,5.022208,0.999892476,0.000107524,4.62E-11
8791,ENST00000354911.4,WAC,10,14,28822508,28908535,1944,7.52E-06,1.71E-05,1.85E-06,86,149,0,88.67069769,193.5601877,25.69132697,0.175826566,1.566591039,5.020916358,0.999891943,0.000108057,4.68E-11
2127,ENST00000306156.3,PRKCE,2,15,45879239,46412020,2214,1.30E-05,2.78E-05,1.80E-06,128,144,0,150.2499122,314.5570222,25.68400221,1.125305519,4.703664427,5.020200048,0.999891646,0.000108354,4.71E-11
2903,ENST00000281821.2,EPHA4,2,17,222290747,222436968,2961,1.26E-05,3.05E-05,2.84E-06,155,229,3,148.9681453,349.3815756,38.90409053,-0.30637757,3.150116143,5.702115347,0.999891325,0.000108675,3.93E-13
10930,ENST00000257981.6,KCNH3,12,15,49933199,49951736,3252,2.18E-05,4.57E-05,2.37E-06,196,258,1,235.5807952,484.1867084,30.05289653,1.598689313,5.027789713,5.249717734,0.999889995,0.000110005,9.89E-12
8907,ENST00000279873.7,ARID5B,10,10,63661468,63852789,3567,1.67E-05,3.50E-05,1.90E-06,189,277,0,193.5127698,400.3449894,25.64230468,0.20111326,3.015232657,5.016123047,0.999889943,0.000110057,4.89E-11
12663,ENST00000559209.1,RNF111,15,13,59323021,59387099,2988,9.67E-06,2.63E-05,2.21E-06,127,322,1,113.3924139,298.4000987,30.03323262,-0.792207525,-0.668231712,5.247881911,0.999889183,0.000110817,1.01E-11
8828,ENST00000355710.3,RET,10,20,43572706,43623717,3345,2.28E-05,4.55E-05,2.60E-06,198,391,2,235.8782684,469.5687559,34.43920344,1.528959376,1.773441661,5.475620292,0.999889044,0.000110956,2.04E-12
9967,ENST00000305218.4,STIP1,11,14,63953733,63971598,1632,7.21E-06,1.68E-05,2.25E-06,82,136,1,85.44793934,191.2698913,29.99920599,0.231237515,1.954707744,5.244703222,0.999887764,0.000112236,1.04E-11
13642,ENST00000537098.3,CMIP,16,21,81478846,81743404,2322,1.60E-05,3.00E-05,1.99E-06,176,164,0,143.1104807,265.1957143,25.56197559,-1.704397844,3.039451833,5.008260823,0.999886587,0.000113413,5.26E-11
15417,ENST00000425528.1,TNPO2,19,23,12812159,12831791,2694,1.53E-05,3.07E-05,2.17E-06,172,82,1,161.4080867,315.7422021,29.95618638,-0.51684542,6.434092902,5.240681979,0.999885944,0.000114056,1.08E-11
8677,ENST00000316157.3,LARP4B,10,17,858865,931661,2217,1.21E-05,2.45E-05,2.10E-06,120,215,1,137.5428651,274.9280144,29.95290375,0.927324555,1.767814771,5.240374901,0.999885804,0.000114196,1.08E-11
17642,ENST00000378166.4,CASK,X,27,41379672,41782241,2766,1.17E-05,2.67E-05,3.02E-06,90,79,1,91.28043841,196.8965979,29.95057632,0.083084459,4.109591281,5.240156753,0.999885705,0.000114295,1.09E-11
6917,ENST00000265742.3,ANKIB1,7,19,91924292,92028263,3270,1.04E-05,2.94E-05,2.89E-06,106,213,2,110.1680071,299.0612048,34.3592111,0.246178132,2.434130057,5.468472582,0.999885675,0.000114325,2.20E-12
1072,ENST00000368843.3,SNX27,1,12,151584677,151666077,1587,9.79E-06,1.92E-05,1.90E-06,67,121,0,93.13505004,186.7296359,25.52060189,1.678866693,2.352723154,5.004205469,0.999884819,0.000115181,5.47E-11
11691,ENST00000492622.2,FNDC3A,13,25,49580326,49781531,3597,1.09E-05,3.08E-05,3.30E-06,136,338,5,132.8407736,358.2802972,47.55681369,-0.169926393,0.524058124,6.112972165,0.999884368,0.000115632,1.87E-14
3794,ENST00000481646.1,ARMC8,3,22,137907369,138014734,1980,6.35E-06,1.73E-05,2.40E-06,64,121,2,76.90406335,193.9570591,34.31502867,0.912223337,2.562306885,5.464520837,0.99988377,0.00011623,2.29E-12
8464,ENST00000373302.3,STXBP1,9,19,130374682,130446756,1812,9.27E-06,2.17E-05,1.68E-06,84,71,0,105.8646273,234.4874493,25.477408,1.317393781,5.22205056,4.999969221,0.999882943,0.000117057,5.69E-11
8531,ENST00000372348.2,ABL1,9,11,133589706,133761070,3450,2.03E-05,4.11E-05,2.25E-06,213,350,1,233.4429751,467.6754199,29.881222,0.829475636,2.661520825,5.233667132,0.999882701,0.000117299,1.16E-11
10399,ENST00000292055.4,SIK3,11,23,116717111,116968957,3792,1.71E-05,4.04E-05,2.65E-06,216,356,3,197.2047998,454.7497246,38.69622822,-0.829731589,2.264988577,5.684309429,0.999882541,0.000117459,4.75E-13
14893,ENST00000269221.3,C18orf8,18,20,21083582,21111668,1974,9.32E-06,2.03E-05,2.31E-06,105,188,2,113.2986712,237.1310542,34.28272203,0.483333686,1.560553332,5.461629038,0.999882357,0.000117643,2.36E-12
6859,ENST00000223398.6,CLIP2,7,16,73731876,73818178,3141,2.31E-05,4.54E-05,2.50E-06,242,347,1,232.1450763,452.6570334,29.8572978,-0.400979291,2.42901433,5.231426172,0.999881647,0.000118353,1.18E-11
