gene,pLI,mis_z
PRSS50,2.62E-05,0.005409693
CCRL2,0.002163778,-1.341638858
NBEAL2,0.862533062,1.736692192
RTP3,0.181516461,-0.677580244
PTH1R,0.742389489,1.760018096
PRSS45,8.78E-05,-1.035723515
CCR2,0.011463318,0.210696799
CCR5,3.51E-08,-2.349243929
LRRC2,4.77E-05,0.517162316
KIF9,2.17E-11,-0.025911851
PRSS42,4.68E-05,-0.618593071
TDGF1,3.98E-06,0.347676396
PTPN23,0.647596781,0.018398928
ELP6,0.003507899,0.952304972
TMA7,0.010007308,-0.091609209
SHISA5,9.94E-08,-0.19291332
DHX30,0.999999463,6.822261982
NME6,9.22E-05,0.399091643
FBXW12,1.97E-07,-0.728512936
CCDC51,1.46E-06,0.402120699
TREX1,0.093340719,-1.382501739
CSPG5,0.414829723,2.361239721
CAMP,0.089655702,-0.618033581
SCAP,0.02255475,2.693111989
CDC25A,0.979698045,2.113923745
SMARCC1,0.999999593,2.386563478
KLHL18,0.984175217,2.735702398
ATRIP,0.00148698,0.861785555
ZNF589,6.50E-07,-0.144280721
PLXNB1,0.850195108,3.067021404
MAP4,0.998848724,-0.854129792
SPINK8,0.001121286,-1.426210901
SLC26A6,3.31E-05,0.015823905
P4HTM,0.023274936,2.310568224
UQCRC1,0.132467103,0.440775063
QARS,8.79E-08,1.261029786
TMEM89,0.711075965,-0.718083849
CELSR3,0.999656221,6.174174005
NDUFAF3,4.86E-05,1.380040272
WDR6,9.20E-07,0.374440512
DALRD3,1.85E-05,1.241066196
SLC25A20,2.05E-07,0.536858779
UCN2,0.157235729,-0.972735842
IP6K2,0.989457703,2.688311126
NCKIPSD,0.007131362,0.248856852
COL7A1,2.11E-18,1.597031922
QRICH1,0.996069748,3.437203088
PFKFB4,0.000321134,1.882617146
ARIH2,0.987412495,3.81447251
PRKAR2A,0.983250576,1.163174359
IMPDH2,0.001353166,3.024920424
ARIH2OS,0.437613435,2.449663647
GPX1,0.006931651,1.888498667
DAG1,0.940921791,1.068073994
APEH,0.013215707,1.086060595
AMIGO3,7.51E-06,2.002354175
RHOA,0.804697934,3.702152596
NICN1,0.257245529,1.123590214
CCDC71,0.016989639,-0.13984904
RNF123,0.969714694,1.680864734
C3orf84,0.000221292,-0.353591778
MST1,1.73E-10,2.448851451
LAMB2,7.45E-11,1.6076104
KLHDC8B,0.01042142,1.51374491
USP4,6.20E-07,0.140649724
C3orf62,0.007124659,-0.69334543
USP19,0.999991981,2.183706092
BSN,0.999999992,2.303085595
CCDC36,0.509348612,0.416995489
AMT,0.000569475,0.311339974
TCTA,0.013264848,0.570230959
GNAT1,2.51E-06,2.556771606
RBM5,0.99999947,4.287897953
LSMEM2,2.89E-05,-0.293445879
UBA7,2.68E-14,0.483356309
CAMKV,0.996846171,4.36904701
CDHR4,0.013473949,-0.820006059
NAT6,0.402945153,0.113199103
IP6K1,0.235179981,3.317741008
SEMA3F,0.9999177,2.679630577
MST1R,1.69E-20,0.258682124
HYAL1,0.005536706,0.28947966
RBM6,0.999999964,1.353365127
FAM212A,0.000589161,1.264140732
GMPPB,8.25E-05,2.091502361
TRAIP,0.125103592,1.217456191
HYAL3,1.52E-05,0.990734697
MON1A,0.00636811,2.482034753
IFRD2,5.53E-06,-0.276601588
GNAI2,0.86116029,3.791218213
NPRL2,0.345174794,1.856987664
CYB561D2,0.014710475,0.517394721
GRM2,0.983083426,3.270092355
HEMK1,8.23E-05,-0.166664046
MAPKAPK3,2.71E-06,1.511612728
RASSF1,4.86E-08,1.11588093
ZMYND10,3.60E-07,-0.017265153
TUSC2,0.703033004,1.141951286
CISH,0.001444258,0.716685198
MANF,0.327002524,-0.488124056
TEX264,0.910814339,0.6621783
RBM15B,0.998677124,6.284000268
DOCK3,0.999999699,3.563061221
TMEM115,0.876895269,2.390514346
XXcos-LUCA11.5,0.206890279,1.03018974
CACNA2D2,0.999693297,3.278730272
C3orf18,0.014308008,-0.204218602
HYAL2,0.020631512,2.145925688
RAD54L2,0.999999053,2.583311867
IQCF1,0.0468541,-0.649523814
DUSP7,0.228528647,3.820378254
RRP9,0.342043484,1.718607808
ALAS1,0.907956554,0.405812281
PARP3,1.49E-08,-1.073637454
POC1A,1.15E-05,0.960466478
LINC00696,0.211998268,0.50233125
ACY1,7.69E-05,0.07354587
TLR9,0.000525226,2.807136227
ABHD14B,0.116162846,0.090890072
PPM1M,0.092328926,0.215580231
GPR62,0.229621631,3.94514989
RPL29,0.59726203,2.458484242
ABHD14A,0.000234514,-0.027480092
PCBP4,0.233370936,1.498292709
TWF2,0.857810164,0.862256529
ABHD14A-ACY1,2.25E-05,-0.343003102
IQCF2,0.000296978,0.47682408
IQCF3,0.127529597,0.073640242
IQCF5,0.433199986,-1.585661123
NEK4,1.22E-12,-0.185478462
ITIH3,6.67E-12,-0.659242257
GLYCTK,1.36E-06,-0.551733447
DNAH1,4.42E-20,-0.89487829
NISCH,0.817101389,2.967976205
GLT8D1,0.003489775,0.539622361
NT5DC2,0.004608866,1.260417039
WDR82,0.923062144,4.022418412
ITIH4,4.63E-05,1.066435135
BAP1,0.385637504,3.098478172
SPCS1,0.118910838,1.860019184
GNL3,1.54E-09,-0.510242238
PHF7,0.064913882,0.401026893
STAB1,2.80E-25,0.656415369
ITIH1,4.79E-18,-0.090618762
TNNC1,0.510486368,2.223982909
SEMA3G,6.08E-10,0.252816413
MUSTN1,0.001752188,-0.915525604
PBRM1,0.999999987,3.483650276
WNT5A,0.974673047,2.455520771
SELK,0.003228653,-0.431325589
CACNA1D,1,5.568390481
TMEM110-MUSTN1,0.684628072,1.799997133
LRTM1,5.25E-09,-1.802825916
ARHGEF3,0.991271358,2.013470125
CACNA2D3,0.998032255,0.948073542
CCDC66,8.99E-28,-2.752902382
SFMBT1,0.995894208,1.362527675
ERC2,0.996856462,1.513963787
TKT,0.060283495,1.591859852
IL17RB,3.51E-08,-0.883440575
CHDH,0.00530866,0.820960266
DCP1A,0.943913888,-0.106432305
RFT1,3.17E-06,-0.34979226
FAM208A,0.999672316,0.886669566
ACTR8,2.01E-08,0.58831416
TMEM110,0.901349033,2.475304943
PRKCD,0.997593707,3.748100437
SPATA12,0.007174635,-0.424249671
IL17RD,2.64E-05,-0.345239932
FAM107A,0.001645089,-0.242915123
RPP14,0.147340973,0.253122118
ARF4,0.9315625,2.278658513
PDE12,0.023572423,3.489546868
FAM3D,0.004030909,-0.413739874
HESX1,0.008163099,-0.605474123
ABHD6,0.002559916,0.22251503
ACOX2,1.55E-09,0.07875668
DNAH12,0.000394166,-0.791969644
C3orf67,1.51E-05,-0.351064346
PXK,0.932144256,0.697861244
APPL1,0.18416101,0.14497582
ASB14,6.08E-10,-1.316308762
DENND6A,0.852272523,1.516183474
PDHB,0.357305589,1.18898364
DNASE1L3,0.155489629,-0.26310791
SLMAP,0.999325965,1.481945689
FLNB,0.00243124,2.135426502
KCTD6,0.206951627,2.553588681
FHIT,0.001391839,-1.473141286
SNTN,0.002737944,-0.960640449
SYNPR,0.171706356,-0.666299017
SUCLG2,3.28E-05,-0.972230909
PTPRG,0.004176573,0.338922536
LRIG1,0.835793558,-0.950138737
MAGI1,0.999615675,2.217691234
PRICKLE2,0.987837186,2.55236389
CADPS,0.052816468,3.414468659
THOC7,0.978320489,1.020228438
C3orf14,1.60E-06,-0.065962156
FAM19A1,0.861963101,1.024280923
SLC25A26,4.24E-09,-1.015522505
FEZF2,0.902033504,3.725309104
ADAMTS9,4.23E-07,0.440606364
KBTBD8,0.00167057,0.687764369
PSMD6,0.962085715,1.671554685
ATXN7,0.928556028,0.024099755
PDZRN3,0.908376144,1.768766566
SHQ1,1.17E-10,-1.083462787
EIF4E3,0.004232503,0.810617075
CNTN3,0.014141786,0.67361557
LMOD3,0.008058416,-2.054888782
MITF,0.997810644,0.74184703
GXYLT2,1.76E-06,-0.063350218
GPR27,0.598851196,4.457929323
PPP4R2,0.98805629,-0.742123192
FRMD4B,0.807013708,-1.629275019
ZNF717,0.332205459,-0.096812278
PROK2,0.270454067,-0.240804291
EOGT,9.79E-06,-0.167717573
ARL6IP5,0.313164924,0.06799868
FAM19A4,0.19814882,0.12866439
FOXP1,0.999750735,2.995491206
UBA3,0.967546958,0.294734245
TMF1,2.84E-06,-0.743849741
EBLN2,0.086523004,-2.364625922
ROBO1,3.04E-08,-0.271797992
EPHA6,0.954513147,0.932139322
STX19,1.15E-05,-1.927194507
CGGBP1,0.777631518,1.511969579
VGLL3,0.336018872,-0.269680583
EPHA3,0.015685962,0.283101836
ROBO2,0.99999613,0.722343872
ZNF654,0.947346015,0.332278338
ARL13B,1.39E-06,-0.774774724
HTR1F,0.001614775,0.347111963
GBE1,1.18E-13,-1.833458808
PROS1,0.000209234,0.480450132
DHFRL1,0.102597563,0.133292285
C3orf38,0.006998783,0.029401455
POU1F1,0.618818419,-0.834937284
CHMP2B,0.013080315,-0.064268493
CADM2,0.98466891,1.305638575
NSUN3,2.57E-07,-0.784730247
CPOX,0.023227347,1.932416776
COL8A1,0.038167365,0.500726553
ARL6,0.004270868,-0.151803016
DCBLD2,0.000553237,-0.612510759
OR5H2,1.56E-05,-1.540840369
OR5H15,1.78E-06,-0.945894075
OR5K4,9.27E-07,-2.206715562
OR5K3,0.001920531,-3.465335626
OR5H1,0.067414777,0.419856779
GPR15,0.003264999,-0.947642947
OR5AC2,5.96E-05,-2.059967349
OR5K2,9.19E-05,-2.245713434
CRYBG3,0.000473718,-1.286426518
OR5H6,4.75E-05,-2.560622425
OR5K1,9.41E-05,-1.6500153
CMSS1,0.000665485,-1.316892324
ST3GAL6,0.001061672,0.206682952
OR5H14,0.000175214,-1.803548999
MINA,1.58E-05,-0.822425501
CLDND1,0.590515429,0.196884971
ZBTB11,0.269451352,1.907032565
ZPLD1,0.000311007,-0.725571811
CEP97,1.33E-06,-0.276174245
NIT2,1.60E-10,-0.082796425
IMPG2,1.47E-08,-1.240149143
GPR128,1.99E-11,-1.249017424
TFG,0.757056423,1.096376854
TOMM70A,0.998235566,2.168985746
NFKBIZ,0.999616951,0.526976931
FILIP1L,0.000245912,-1.362778827
TMEM45A,0.010183625,0.41750854
TBC1D23,0.000111512,0.613223753
PCNP,0.87242341,1.063422875
LNP1,0.001885176,0.034322135
TRMT10C,1.06E-05,-0.022485901
SENP7,0.987260725,0.886412257
NXPE3,0.402099827,0.368350231
RPL24,0.864299873,2.053186532
ABI3BP,3.94E-07,-0.736789567
BBX,0.958097849,-0.127355703
ZBED2,0.00205866,-1.178437652
CD47,0.886113811,1.038108836
MYH15,4.74E-39,-1.343415164
MORC1,0.000240876,0.113283736
DPPA2,7.76E-08,-0.454244224
CBLB,0.913125167,0.690044752
CD96,1.00E-05,-2.118666041
PVRL3,0.73366099,0.336049559
CCDC54,8.55E-08,-1.080986221
IFT57,4.08E-06,0.267612535
KIAA1524,5.75E-08,-0.131892065
TRAT1,0.486401717,-0.883732047
RETNLB,0.009947457,-0.951436605
GUCA1C,0.000632586,-0.997286876
DPPA4,0.001601461,-0.599006508
DZIP3,3.74E-10,-0.948569139
HHLA2,8.09E-05,0.032651404
ALCAM,0.988336238,0.291983543
PLCXD2,5.17E-05,-0.332618902
BTLA,0.430977023,1.578842673
GTPBP8,2.88E-06,-0.365397411
WDR52,4.19E-06,-0.780138757
CD200R1,7.04E-09,0.471217973
SLC35A5,0.001412251,-0.114429121
ABHD10,0.000658971,-0.079915334
BOC,0.004727486,0.770272047
CCDC80,0.005843099,0.002420611
TMPRSS7,6.09E-15,-0.919643534
TAGLN3,0.685406598,2.023940013
PHLDB2,0.011215767,-0.926373799
SPICE1,5.14E-08,-1.006310788
C3orf17,9.42E-05,-0.277093293
C3orf52,1.27E-08,-0.225188698
GCSAM,0.098501307,-0.150577729
CD200R1L,0.003062273,-0.996238244
SLC9C1,7.82E-11,-1.487683642
ATG3,0.978991921,1.780573714
CD200,0.16023863,0.138689917
LSAMP,0.946283747,1.541862609
DRD3,0.010295343,1.174632097
GAP43,0.012379922,-0.923063528
C3orf30,1.65E-06,-1.262918149
TMEM39A,0.979617998,1.172396606
ZBTB20,0.98255723,5.723089721
B4GALT4,2.33E-06,1.456049557
ARHGAP31,0.999634466,-0.110612403
IGSF11,0.175167238,0.838570249
TIGIT,0.0451499,-0.340920472
ATP6V1A,0.986543792,3.025685913
SIDT1,5.03E-13,-0.917751904
ZDHHC23,3.89E-06,0.213212119
GRAMD1C,8.13E-10,-0.136670765
ZNF80,5.32E-08,-0.371950809
UPK1B,4.50E-05,-1.016568307
QTRTD1,2.19E-05,0.189953466
NAA50,0.876848813,1.391688716
KIAA1407,3.29E-23,0.388776107
KIAA2018,0.999948325,-1.202959083
ARGFX,1.03E-05,-0.535128736
POLQ,9.95E-47,-1.458702674
PLA1A,0.001690148,-1.23352053
GSK3B,0.998731142,2.755833413
COX17,0.515141893,0.750955202
LRRC58,0.019132693,2.57710698
RABL3,0.136652215,-0.006511191
GPR156,3.68E-07,0.649921305
MAATS1,9.78E-10,-0.317787071
NR1I2,0.000129417,-0.723783318
CD80,0.255224581,-0.030086395
POGLUT1,0.000114466,1.083110869
STXBP5L,0.999948371,0.187317188
ADPRH,8.59E-06,-0.985020208
POPDC2,0.000116008,-0.910558665
TIMMDC1,5.68E-07,-0.049541045
HGD,6.42E-05,-0.568870418
FSTL1,0.959341929,0.076564354
NDUFB4,0.002266066,-0.197735785
GTF2E1,0.902579886,0.773390125
EAF2,0.000680758,-0.412845068
GOLGB1,4.23E-06,-1.087541971
PARP9,5.14E-06,-0.171367844
CCDC58,0.080276122,1.024796045
CSTA,0.000533614,-0.150733844
PARP15,2.71E-07,-1.187703938
DTX3L,2.44E-05,-0.431497084
CD86,0.962700436,0.756097956
FAM162A,0.000629842,0.25571047
ILDR1,7.94E-07,-1.472192478
PARP14,0.01296069,1.109042099
SLC15A2,1.50E-10,-0.892170687
FBXO40,3.64E-08,-0.670589938
KPNA1,0.99300095,3.156381933
DIRC2,6.80E-06,1.727698934
WDR5B,5.47E-05,-0.594894412
CASR,0.366508674,3.524356798
HSPBAP1,9.98E-07,0.359129236
HCLS1,5.09E-05,-0.441828975
IQCB1,1.20E-07,-0.711898679
PTPLB,0.922342685,1.468711392
SLC12A8,7.93E-13,-1.581096565
SLC41A3,0.00013967,-0.118054731
HEG1,6.99E-06,-0.788174409
SEMA5B,0.0003315,1.944095134
PDIA5,1.00E-06,-0.903468631
ADCY5,0.989940592,5.678625141
KALRN,0.999996915,4.674162779
MYLK,9.38E-06,1.378706166
SEC22A,0.638909265,-0.338000564
ITGB5,0.000480019,0.605198656
ROPN1B,5.67E-05,1.02216354
UMPS,0.000109217,1.353146794
SNX4,0.011061879,0.210385394
ZNF148,0.932274762,3.729292791
CCDC14,3.41E-07,-1.043501238
MUC13,0.025133916,0.246675642
ROPN1,0.008185352,0.873991781
OSBPL11,0.898599332,1.249473595
ALG1L,3.26E-09,-2.11509646
CCDC37,4.73E-14,-0.665665338
EEFSEC,0.013115288,0.620277771
PODXL2,0.977986099,0.237874313
MCM2,0.50903812,2.047422883
TXNRD3NB,0.001774175,-0.302309923
C3orf22,0.127310951,-0.347691706
UROC1,3.36E-10,-1.144071873
ALDH1L1,9.62E-06,0.228040647
ZXDC,0.000818652,2.034374245
C3orf56,2.52E-07,-0.81784321
KBTBD12,9.96E-13,-1.331795747
ABTB1,0.001298307,0.364086961
KLF15,0.435175999,0.916771615
CHST13,0.000159792,2.446636691
MGLL,0.00459891,1.382989735
PLXNA1,0.999998425,5.1549264
RUVBL1,0.99889769,3.199739316
TPRA1,0.05835802,0.733152658
CHCHD6,1.08E-08,-0.830198573
SEC61A1,0.995608072,4.259799751
RPN1,0.664450734,0.872898633
ACAD9,2.07E-05,0.192506497
GATA2,0.97976209,2.878397661
EFCC1,0.00046692,0.748098475
RAB43,0.341400603,3.393453081
HMCES,4.52E-05,-0.236383309
IFT122,2.16E-11,0.875097233
C3orf27,0.029446591,-0.639713646
CNBP,0.920573055,2.866384842
MBD4,1.70E-06,-0.570672572
ISY1-RAB43,0.998894935,2.407572443
RAB7A,0.922269116,2.401029006
H1FX,0.496856075,1.608538749
DNAJB8,0.047540687,-0.374721023
COPG1,0.998499314,1.717420672
ISY1,0.998290706,1.974282323
EFCAB12,2.18E-06,-0.94468597
GP9,0.570607601,0.009655044
KIAA1257,1.75E-08,0.042930541
PLXND1,0.999989725,4.481226868
COL6A5,9.56E-12,-1.776600259
TMCC1,0.209385317,3.552003176
PIK3R4,0.707146276,2.158809293
CPNE4,0.775139285,2.184489829
RHO,0.000556528,0.476136332
ACAD11,1.68E-07,-0.144458581
TRH,0.010806915,-0.53567098
NUDT16,0.001460676,1.223997064
MRPL3,2.81E-08,-0.760542996
ACKR4,0.007445108,3.794312182
COL6A6,3.59E-45,-2.149378959
H1FOO,0.398598146,-0.766979111
NEK11,3.82E-17,-1.76473738
DNAJC13,1,1.03987678
UBA5,0.745375692,0.337062621
NPHP3,1.41E-09,0.216120832
ACPP,1.76E-07,-0.331678506
ASTE1,3.39E-12,-0.148021626
ATP2C1,0.999798835,3.454173204
KY,1.07E-08,-0.178653206
PCCB,0.000735839,-0.557127261
SRPRB,0.010790626,0.243920171
EPHB1,0.998398641,2.443951073
NCK1,0.001035026,1.006302348
CEP63,8.50E-21,-1.900878034
TOPBP1,0.999999934,0.366619727
ANAPC13,0.001349795,-0.523611921
STAG1,0.99999991,4.42693704
RAB6B,0.893311149,3.207999539
AMOTL2,0.207914897,-0.282868714
MSL2,0.889663742,1.887891761
TF,0.002372266,1.267959248
SLC35G2,0.066395336,-0.289980755
CDV3,0.201907144,1.216217955
SLCO2A1,2.25E-09,-0.516990431
PPP2R3A,0.920487875,-1.359293687
BFSP2,6.66E-05,-0.082670608
TMEM108,0.98371876,0.2135138
C3orf36,0.003672537,-0.452642465
IL20RB,0.000354183,0.451305293
MRPS22,6.39E-05,0.702511165
COPB2,0.999998457,2.246383951
A4GNT,0.598408702,-0.37667929
CEP70,5.95E-11,-1.263605229
PRR23A,0.018079935,1.758505223
FAIM,0.068117194,0.188460043
DBR1,8.71E-05,0.569545424
PRR23C,0.000636018,1.18710302
MRAS,0.859946833,2.73069738
ESYT3,2.43E-11,-0.193278444
CLDN18,0.012644934,0.24806401
PIK3CB,0.999979002,2.529648904
C3orf72,0.093437054,1.536596784
PRR23B,0.00253402,1.804243285
NME9,2.63E-05,0.184232083
ARMC8,0.99988377,2.562306885
DZIP1L,6.93E-20,-1.019744089
SOX14,0.720669572,2.80812765
XRN1,0.995837599,0.58254249
RNF7,0.014527327,1.689345494
ATR,0.701297833,2.694432625
RBP2,0.433554514,0.248476586
SPSB4,0.005228639,1.658479266
ATP1B3,0.641391597,1.55190832
SLC25A36,0.883013619,1.867726329
GRK7,1.19E-07,0.735757743
RBP1,0.000490535,1.102451445
ACPL2,0.215526325,0.531098431
GK5,0.519887601,1.8922536
TFDP2,0.975087598,0.706147671
ZBTB38,0.979491449,2.264163495
PLS1,0.000310388,0.266709974
RASA2,5.32E-17,1.320377769
TRIM42,5.58E-15,0.53674424
CLSTN2,4.54E-05,0.152996327
PCOLCE2,6.88E-07,-0.142717972
TRPC1,0.784921837,2.683501674
NMNAT3,5.34E-08,-0.514584759
ZIC4,0.001816904,2.015247475
PLSCR2,2.19E-05,0.183396111
SLC9A9,2.48E-08,-1.487438703
ZIC1,0.825224393,5.333318543
HPS3,3.52E-15,-0.367635652
PLSCR4,0.001692409,-0.64504049
PAQR9,0.800794307,4.479623902
PLSCR5,1.17E-09,-3.095549297
PLOD2,0.00117484,-0.999116521
CPA3,1.28E-12,-1.813116818
PLSCR1,0.002931645,-0.0123013
CPB1,2.27E-14,0.227637328
HLTF,6.81E-20,0.148818803
CHST2,0.123805841,4.818867324
AGTR1,0.007276251,-0.127196324
CP,0.000168752,-0.783351029
U2SURP,0.999999613,3.1072209
GYG1,6.91E-07,-0.418716518
C3orf58,0.162503916,3.082541566
GPR171,0.001675121,0.380553652
P2RY14,0.000377084,-0.864311151
P2RY13,0.327928324,-0.408429121
TSC22D2,0.831881107,3.072673037
WWTR1,0.918871194,1.679054017
RNF13,0.001985489,0.089155707
TM4SF4,0.002511015,-1.048808208
CLRN1,0.000915822,-1.213793575
SIAH2,0.360182186,3.125943882
TM4SF1,0.00085911,-0.795488178
TM4SF18,2.10E-07,-0.198583977
PFN2,0.638693742,1.968382441
SELT,0.14377878,0.945273322
MED12L,0.999999276,2.877325687
FAM194A,1.42E-19,-0.343672593
SERP1,0.211802393,1.394442245
GPR87,0.290536849,-1.213069802
COMMD2,3.65E-07,0.731633878
EIF2A,0.000158939,-0.374886695
PLCH1,0.425540925,0.372584306
KCNAB1,0.066550343,1.817846969
TMEM14E,0.185564714,-0.785975561
IGSF10,2.99E-36,-4.128039223
ARHGEF26,5.99E-06,-0.940086686
AADAC,0.000181834,-0.521598364
GPR149,2.65E-05,-0.586947847
MBNL1,0.981577652,3.262747269
C3orf79,0.260312468,-0.629328469
AADACL2,1.78E-08,-0.80130991
DHX36,0.990555801,1.112484028
MME,2.19E-08,-1.119153697
RAP2B,0.275476508,3.850446834
GMPS,0.993904306,1.384023639
P2RY12,0.107032258,0.627334653
SUCNR1,6.25E-08,-0.756004133
C3orf33,1.52E-07,-0.083329382
P2RY1,0.581732804,1.809366899
SLC33A1,0.100521118,2.932413776
GFM1,1.66E-06,0.487702493
RSRC1,3.41E-05,-0.659478282
CCNL1,0.942872593,3.185832821
RARRES1,8.41E-07,0.978930777
PTX3,0.0129819,0.406182781
LXN,0.003620445,0.383854552
IQCJ,0.098429365,-1.714573773
MFSD1,1.02E-09,0.158277902
IFT80,1.44E-10,-0.076922184
TIPARP,0.99775209,0.754889556
IQCJ-SCHIP1,0.66050206,0.946392837
SHOX2,0.085211228,2.07452831
IL12A,0.299096926,0.745777948
MLF1,1.28E-06,-0.709293999
VEPH1,9.33E-12,-1.701617325
C3orf55,0.039231279,-1.435622623
SCHIP1,0.956602926,0.855447054
SSR3,0.301905502,0.522359195
TRIM59,0.032110957,-0.808948153
B3GALNT1,0.248006524,0.365290641
SMC4,0.105530996,0.067208595
MECOM,0.999085313,1.383114367
SLITRK3,0.603043296,0.365705794
SERPINI1,0.930874238,-0.498793527
SERPINI2,2.00E-10,-0.071068363
GOLIM4,5.54E-11,-0.851417925
ZBBX,4.33E-11,-2.024550449
ACTRT3,0.000670124,0.534139575
BCHE,4.44E-11,-2.403125024
WDR49,2.30E-12,-1.808432504
OTOL1,1.72E-07,-1.651671006
SPTSSB,0.005899591,-0.439253875
ARL14,2.57E-06,-2.720677747
PPM1L,0.570549299,2.810676817
KPNA4,0.998180756,3.009956052
PDCD10,0.985734931,1.624461165
SI,7.97E-26,-3.092220775
NMD3,4.42E-05,-0.752333549
MYNN,0.650144394,1.084501201
GPR160,0.00375672,-0.446742106
SLC2A2,7.53E-05,-0.156585784
PRKCI,0.253553082,2.913513374
EIF5A2,0.167390172,1.229565008
SLC7A14,0.332594382,-0.228937812
LRRIQ4,0.001685548,-0.491092511
PHC3,0.999955541,1.020983822
PLD1,7.21E-16,-0.729090189
RPL22L1,0.093959393,-0.821507797
SKIL,0.459267763,0.126051707
SEC62,0.967257863,1.461902985
FNDC3B,0.999999985,1.151492519
TNIK,0.997185846,3.74299123
LRRC31,5.24E-06,-1.577343345
CLDN11,0.328912245,1.515413655
SAMD7,6.78E-06,-0.215328393
LRRC34,5.89E-07,-0.900767594
USP13,2.17E-08,1.09974117
NDUFB5,0.003441089,0.055497258
GHSR,0.043345347,2.085852619
TNFSF10,0.405364744,-0.760381607
KCNMB2,0.65245963,0.593499916
SPATA16,1.65E-06,-0.310485357
ECT2,2.56E-05,1.237854358
NLGN1,0.755797512,1.429200085
PIK3CA,0.999998511,5.42012467
TBL1XR1,0.998821952,3.891349462
ZNF639,0.122945965,-0.040083266
GNB4,0.629775083,1.904979705
MRPL47,0.000142436,-0.200375637
NAALADL2,3.04E-06,-4.007525872
ACTL6A,0.992221335,2.927792452
ZMAT3,0.056703158,0.410645841
MFN1,0.01903819,0.089035545
KCNMB3,2.58E-08,1.63970458
NCEH1,0.001074511,1.112786239
HTR3C,2.34E-08,-1.277070829
FXR1,0.999992198,3.48983686
DCUN1D1,0.990513001,2.121528884
ABCC5,0.896205135,3.332543006
MAP6D1,0.051828003,-0.983528659
MCF2L2,1.61E-12,0.217275694
PARL,1.07E-05,-0.167168779
CCDC39,5.10E-05,-1.299744414
B3GNT5,0.630704047,0.658015418
MCCC1,2.51E-05,-0.243879807
YEATS2,0.999977829,-0.811061128
PEX5L,0.664004906,2.538264129
HTR3D,2.59E-06,-0.022508312
LAMP3,0.833342527,-0.840551561
KLHL6,3.43E-06,1.467462303
ATP11B,0.992834851,0.966187279
SOX2,0.396696528,4.375970033
KLHL24,0.25241443,2.832152214
TTC14,4.42E-06,-0.716473696
DNAJC19,0.01440369,0.322770388
VPS8,3.62E-06,-1.321129494
HTR3E,0.001336466,-1.092326721
CAMK2N2,0.320487801,1.625369586
CLCN2,2.27E-07,1.237091965
CHRD,0.000381247,1.436394815
EIF2B5,0.996711861,0.945325963
EPHB3,0.956539592,3.875524344
VWA5B2,0.354623648,0.597214543
DVL3,0.995402942,3.659179826
ALG3,4.18E-06,-0.642855954
AP2M1,0.993893174,5.818202691
THPO,0.005140229,0.255901399
POLR2H,0.90276728,1.594388715
ABCF3,0.004026166,0.907939328
EIF4G1,1,3.49774853
ECE2,1.65E-17,0.303243567
FAM131A,0.031328424,1.198717838
PSMD2,0.999997116,3.449326728
MAGEF1,0.034031466,1.117197505
KNG1,4.17E-08,-1.068960073
C3orf70,0.002390948,-0.496170212
TRA2B,0.988418187,4.696109112
EHHADH,8.50E-11,-0.939126654
TMEM41A,0.002246609,0.206555643
CRYGS,0.182730047,-0.091582398
AHSG,2.86E-08,-0.629466828
IGF2BP2,0.942124149,2.72532767
HRG,1.70E-12,-0.770811355
TBCCD1,0.012110984,-0.143378327
EIF4A2,0.997112605,4.102216401
DNAJB11,0.909930974,1.908409522
C3orf65,0.063662154,-1.515557784
SENP2,0.998304834,1.565821938
ETV5,0.999892476,1.809544069
FETUB,6.88E-05,-1.411936766
RFC4,9.67E-05,-1.036506499
MAP3K13,0.966849138,1.857010853
LIPH,2.13E-06,-0.31239664
DGKG,5.44E-06,-1.079570199
SST,0.665498024,0.530666263
RTP1,0.563829726,0.760345896
RPL39L,0.175781235,0.079888971
ADIPOQ,5.62E-07,-0.676406829
TPRG1,4.88E-05,-1.224454154
RTP4,0.010845646,-0.171991932
TP63,0.983222202,2.649749543
LEPREL1,6.49E-10,0.025178141
BCL6,0.982525139,2.289788764
TMEM207,0.000192959,-1.076433459
RP11-211G3.3,0.757329294,1.293784848
ST6GAL1,0.814435678,0.223421587
IL1RAP,0.506746749,1.498442077
MASP1,9.74E-06,-0.441457637
RTP2,0.003381055,-0.99062663
CLDN16,0.033386903,-0.382179325
LPP,0.582399908,-2.494319903
CLDN1,0.058134931,0.498142235
UTS2B,0.011039991,-0.438142009
MB21D2,0.385737571,1.648614805
CPN2,0.000231795,0.145406962
ATP13A4,6.08E-10,-0.582232959
HES1,0.644078952,2.627446284
LSG1,6.59E-07,-0.57708007
CCDC50,9.33E-06,0.000184321
XXYLT1,0.051603507,1.797967101
ACAP2,0.999918185,2.890067527
FGF12,0.114210585,2.713114161
ATP13A3,0.999967445,1.823075393
GP5,4.01E-06,3.614007053
ATP13A5,6.23E-28,-1.10241694
OSTN,0.085856051,-0.964530697
PYDC2,0.022170522,-0.162955325
TMEM44,1.19E-06,-1.57936233
HRASLS,0.000717831,0.002184799
LRRC15,1.36E-06,-0.585371174
OPA1,0.994351456,1.825559825
TM4SF19,0.013930843,0.596116311
SMCO1,4.63E-05,0.265202066
