Pathway1,Pathway2,vec
Adherens.junction_Homo.sapiens_hsa04520,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.125
Adherens.junction_Homo.sapiens_hsa04520,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.125
Melanogenesis_Homo.sapiens_hsa04916,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.125
Melanogenesis_Homo.sapiens_hsa04916,Oocyte.meiosis_Homo.sapiens_hsa04114,0.125
Serotonergic.synapse_Homo.sapiens_hsa04726,Oocyte.meiosis_Homo.sapiens_hsa04114,0.125
Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,Oocyte.meiosis_Homo.sapiens_hsa04114,0.125
Apoptosis_Homo.sapiens_hsa04210,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.125
Phagosome_Homo.sapiens_hsa04145,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.125
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.125
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.125
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.125
Wnt.signaling.pathway_Homo.sapiens_hsa04310,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.125
Apoptosis_Homo.sapiens_hsa04210,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.125
MAPK.signaling.pathway_Homo.sapiens_hsa04010,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.125
MAPK.signaling.pathway_Homo.sapiens_hsa04010,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0.125
Apoptosis_Homo.sapiens_hsa04210,Pertussis_Homo.sapiens_hsa05133,0.125
MAPK.signaling.pathway_Homo.sapiens_hsa04010,Pertussis_Homo.sapiens_hsa05133,0.125
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Nicotine.addiction_Homo.sapiens_hsa05033,0.125
Axon.guidance_Homo.sapiens_hsa04360,Renin.secretion_Homo.sapiens_hsa04924,0.125
Thyroid.hormone.signaling.pathway_Homo.sapiens_hsa04919,Notch.signaling.pathway_Homo.sapiens_hsa04330,0.125
FoxO.signaling.pathway_Homo.sapiens_hsa04068,NOD.like.receptor.signaling.pathway_Homo.sapiens_hsa04621,0.125
Cocaine.addiction_Homo.sapiens_hsa05030,cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,0.121212121
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Amphetamine.addiction_Homo.sapiens_hsa05031,0.121212121
TNF.signaling.pathway_Homo.sapiens_hsa04668,cAMP.signaling.pathway_Homo.sapiens_hsa04024,0.121212121
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Alzheimer.s.disease_Homo.sapiens_hsa05010,0.121212121
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Huntington.s.disease_Homo.sapiens_hsa05016,0.121212121
Insulin.resistance_Homo.sapiens_hsa04931,Cholinergic.synapse_Homo.sapiens_hsa04725,0.12
TNF.signaling.pathway_Homo.sapiens_hsa04668,GnRH.signaling.pathway_Homo.sapiens_hsa04912,0.12
Platelet.activation_Homo.sapiens_hsa04611,GnRH.signaling.pathway_Homo.sapiens_hsa04912,0.12
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Alzheimer.s.disease_Homo.sapiens_hsa05010,0.12
Gap.junction_Homo.sapiens_hsa04540,Alzheimer.s.disease_Homo.sapiens_hsa05010,0.12
TNF.signaling.pathway_Homo.sapiens_hsa04668,Glucagon.signaling.pathway_Homo.sapiens_hsa04922,0.12
Platelet.activation_Homo.sapiens_hsa04611,Glucagon.signaling.pathway_Homo.sapiens_hsa04922,0.12
Gap.junction_Homo.sapiens_hsa04540,Huntington.s.disease_Homo.sapiens_hsa05016,0.12
TNF.signaling.pathway_Homo.sapiens_hsa04668,Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,0.12
Dopaminergic.synapse_Homo.sapiens_hsa04728,Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,0.12
TNF.signaling.pathway_Homo.sapiens_hsa04668,AMPK.signaling.pathway_Homo.sapiens_hsa04152,0.12
Dopaminergic.synapse_Homo.sapiens_hsa04728,AMPK.signaling.pathway_Homo.sapiens_hsa04152,0.12
Platelet.activation_Homo.sapiens_hsa04611,Axon.guidance_Homo.sapiens_hsa04360,0.12
Amphetamine.addiction_Homo.sapiens_hsa05031,Tuberculosis_Homo.sapiens_hsa05152,0.12
Influenza.A_Homo.sapiens_hsa05164,Tuberculosis_Homo.sapiens_hsa05152,0.12
Platelet.activation_Homo.sapiens_hsa04611,Tight.junction_Homo.sapiens_hsa04530,0.12
TNF.signaling.pathway_Homo.sapiens_hsa04668,Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,0.12
Insulin.resistance_Homo.sapiens_hsa04931,Alcoholism_Homo.sapiens_hsa05034,0.12
Glutamatergic.synapse_Homo.sapiens_hsa04724,Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,0.12
Amphetamine.addiction_Homo.sapiens_hsa05031,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.12
Apoptosis_Homo.sapiens_hsa04210,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.12
Apoptosis_Homo.sapiens_hsa04210,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.12
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Pertussis_Homo.sapiens_hsa05133,0.12
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Vasopressin.regulated.water.reabsorption_Homo.sapiens_hsa04962,0.12
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.117647059
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Toll.like.receptor.signaling.pathway_Homo.sapiens_hsa04620,0.117647059
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,0.117647059
Dopaminergic.synapse_Homo.sapiens_hsa04728,Pathways.in.cancer_Homo.sapiens_hsa05200,0.117647059
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.117647059
Tight.junction_Homo.sapiens_hsa04530,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.117647059
Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,Serotonergic.synapse_Homo.sapiens_hsa04726,0.117647059
Melanogenesis_Homo.sapiens_hsa04916,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.117647059
Insulin.secretion_Homo.sapiens_hsa04911,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.117647059
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.117647059
Insulin.secretion_Homo.sapiens_hsa04911,Oocyte.meiosis_Homo.sapiens_hsa04114,0.117647059
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Gastric.acid.secretion_Homo.sapiens_hsa04971,0.117647059
GnRH.signaling.pathway_Homo.sapiens_hsa04912,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.117647059
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.117647059
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.117647059
Glucagon.signaling.pathway_Homo.sapiens_hsa04922,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.117647059
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.117647059
Glucagon.signaling.pathway_Homo.sapiens_hsa04922,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.117647059
FoxO.signaling.pathway_Homo.sapiens_hsa04068,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.117647059
Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.117647059
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0.117647059
FoxO.signaling.pathway_Homo.sapiens_hsa04068,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0.117647059
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Pertussis_Homo.sapiens_hsa05133,0.117647059
Axon.guidance_Homo.sapiens_hsa04360,Pertussis_Homo.sapiens_hsa05133,0.117647059
Tight.junction_Homo.sapiens_hsa04530,Pertussis_Homo.sapiens_hsa05133,0.117647059
Insulin.signaling.pathway_Homo.sapiens_hsa04910,NOD.like.receptor.signaling.pathway_Homo.sapiens_hsa04621,0.117647059
Tuberculosis_Homo.sapiens_hsa05152,Malaria_Homo.sapiens_hsa05144,0.117647059
TNF.signaling.pathway_Homo.sapiens_hsa04668,Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,0.115384615
Long.term.potentiation_Homo.sapiens_hsa04720,Platelet.activation_Homo.sapiens_hsa04611,0.115384615
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,Platelet.activation_Homo.sapiens_hsa04611,0.115384615
Cocaine.addiction_Homo.sapiens_hsa05030,Insulin.resistance_Homo.sapiens_hsa04931,0.115384615
Amphetamine.addiction_Homo.sapiens_hsa05031,Insulin.resistance_Homo.sapiens_hsa04931,0.115384615
TNF.signaling.pathway_Homo.sapiens_hsa04668,Cholinergic.synapse_Homo.sapiens_hsa04725,0.115384615
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,Alzheimer.s.disease_Homo.sapiens_hsa05010,0.115384615
Cholinergic.synapse_Homo.sapiens_hsa04725,Alzheimer.s.disease_Homo.sapiens_hsa05010,0.115384615
MAPK.signaling.pathway_Homo.sapiens_hsa04010,mTOR.signaling.pathway_Homo.sapiens_hsa04150,0.115384615
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Insulin.secretion_Homo.sapiens_hsa04911,0.115384615
Insulin.resistance_Homo.sapiens_hsa04931,Influenza.A_Homo.sapiens_hsa05164,0.115384615
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.115384615
TNF.signaling.pathway_Homo.sapiens_hsa04668,Alcoholism_Homo.sapiens_hsa05034,0.115384615
Glutamatergic.synapse_Homo.sapiens_hsa04724,Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,0.115384615
Apoptosis_Homo.sapiens_hsa04210,Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,0.115384615
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Thyroid.hormone.synthesis_Homo.sapiens_hsa04918,0.115384615
MAPK.signaling.pathway_Homo.sapiens_hsa04010,NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,0.115384615
Glutamatergic.synapse_Homo.sapiens_hsa04724,Melanogenesis_Homo.sapiens_hsa04916,0.115384615
Apoptosis_Homo.sapiens_hsa04210,Serotonergic.synapse_Homo.sapiens_hsa04726,0.115384615
Glutamatergic.synapse_Homo.sapiens_hsa04724,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.115384615
Apoptosis_Homo.sapiens_hsa04210,Vascular.smooth.muscle.contraction_Homo.sapiens_hsa04270,0.115384615
Glutamatergic.synapse_Homo.sapiens_hsa04724,Oocyte.meiosis_Homo.sapiens_hsa04114,0.115384615
Pathways.in.cancer_Homo.sapiens_hsa05200,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.115384615
Pathways.in.cancer_Homo.sapiens_hsa05200,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0.115384615
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Alzheimer.s.disease_Homo.sapiens_hsa05010,0.114285714
Cocaine.addiction_Homo.sapiens_hsa05030,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.111111111
Amphetamine.addiction_Homo.sapiens_hsa05031,TNF.signaling.pathway_Homo.sapiens_hsa04668,0.111111111
Apoptosis_Homo.sapiens_hsa04210,Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,0.111111111
Alzheimer.s.disease_Homo.sapiens_hsa05010,Tuberculosis_Homo.sapiens_hsa05152,0.111111111
Glutamatergic.synapse_Homo.sapiens_hsa04724,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.111111111
Insulin.secretion_Homo.sapiens_hsa04911,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.111111111
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,0.111111111
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,0.111111111
Huntington.s.disease_Homo.sapiens_hsa05016,Rap1.signaling.pathway_Homo.sapiens_hsa04015,0.111111111
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Melanogenesis_Homo.sapiens_hsa04916,0.111111111
Axon.guidance_Homo.sapiens_hsa04360,Adherens.junction_Homo.sapiens_hsa04520,0.111111111
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Adherens.junction_Homo.sapiens_hsa04520,0.111111111
Apoptosis_Homo.sapiens_hsa04210,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.111111111
MAPK.signaling.pathway_Homo.sapiens_hsa04010,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.111111111
MAPK.signaling.pathway_Homo.sapiens_hsa04010,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.111111111
Insulin.secretion_Homo.sapiens_hsa04911,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.111111111
Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.111111111
Long.term.depression_Homo.sapiens_hsa04730,Oocyte.meiosis_Homo.sapiens_hsa04114,0.111111111
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Oocyte.meiosis_Homo.sapiens_hsa04114,0.111111111
Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,Retrograde.endocannabinoid.signaling_Homo.sapiens_hsa04723,0.111111111
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.111111111
GnRH.signaling.pathway_Homo.sapiens_hsa04912,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.111111111
FoxO.signaling.pathway_Homo.sapiens_hsa04068,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.111111111
Pathways.in.cancer_Homo.sapiens_hsa05200,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.111111111
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.111111111
Cholinergic.synapse_Homo.sapiens_hsa04725,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.111111111
Insulin.signaling.pathway_Homo.sapiens_hsa04910,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.111111111
Insulin.signaling.pathway_Homo.sapiens_hsa04910,RIG.I.like.receptor.signaling.pathway_Homo.sapiens_hsa04622,0.111111111
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Renin.secretion_Homo.sapiens_hsa04924,0.111111111
Insulin.resistance_Homo.sapiens_hsa04931,Malaria_Homo.sapiens_hsa05144,0.111111111
Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,Pathways.in.cancer_Homo.sapiens_hsa05200,0.108108108
Circadian.entrainment_Homo.sapiens_hsa04713,Platelet.activation_Homo.sapiens_hsa04611,0.107142857
Apoptosis_Homo.sapiens_hsa04210,Long.term.depression_Homo.sapiens_hsa04730,0.107142857
Apoptosis_Homo.sapiens_hsa04210,Estrogen.signaling.pathway_Homo.sapiens_hsa04915,0.107142857
Pathways.in.cancer_Homo.sapiens_hsa05200,Melanogenesis_Homo.sapiens_hsa04916,0.107142857
Calcium.signaling.pathway_Homo.sapiens_hsa04020,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.107142857
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.107142857
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,0.105263158
Long.term.depression_Homo.sapiens_hsa04730,Insulin.secretion_Homo.sapiens_hsa04911,0.105263158
mTOR.signaling.pathway_Homo.sapiens_hsa04150,AMPK.signaling.pathway_Homo.sapiens_hsa04152,0.105263158
mTOR.signaling.pathway_Homo.sapiens_hsa04150,FoxO.signaling.pathway_Homo.sapiens_hsa04068,0.105263158
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Hepatitis.B_Homo.sapiens_hsa05161,0.105263158
Tight.junction_Homo.sapiens_hsa04530,Inflammatory.mediator.regulation.of.TRP.channels_Homo.sapiens_hsa04750,0.105263158
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,0.105263158
Apoptosis_Homo.sapiens_hsa04210,Pathways.in.cancer_Homo.sapiens_hsa05200,0.105263158
Tuberculosis_Homo.sapiens_hsa05152,Type.II.diabetes.mellitus_Homo.sapiens_hsa04930,0.105263158
Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,Serotonergic.synapse_Homo.sapiens_hsa04726,0.105263158
Gap.junction_Homo.sapiens_hsa04540,Oocyte.meiosis_Homo.sapiens_hsa04114,0.105263158
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Oocyte.meiosis_Homo.sapiens_hsa04114,0.105263158
Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,Oocyte.meiosis_Homo.sapiens_hsa04114,0.105263158
Amphetamine.addiction_Homo.sapiens_hsa05031,Gastric.acid.secretion_Homo.sapiens_hsa04971,0.105263158
Tuberculosis_Homo.sapiens_hsa05152,Gastric.acid.secretion_Homo.sapiens_hsa04971,0.105263158
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Gastric.acid.secretion_Homo.sapiens_hsa04971,0.105263158
Long.term.potentiation_Homo.sapiens_hsa04720,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.105263158
Insulin.signaling.pathway_Homo.sapiens_hsa04910,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.105263158
Non.alcoholic.fatty.liver.disease..NAFLD._Homo.sapiens_hsa04932,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.105263158
Tuberculosis_Homo.sapiens_hsa05152,Adipocytokine.signaling.pathway_Homo.sapiens_hsa04920,0.105263158
Amphetamine.addiction_Homo.sapiens_hsa05031,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.105263158
Alzheimer.s.disease_Homo.sapiens_hsa05010,Malaria_Homo.sapiens_hsa05144,0.105263158
Glutamatergic.synapse_Homo.sapiens_hsa04724,GnRH.signaling.pathway_Homo.sapiens_hsa04912,0.103448276
Platelet.activation_Homo.sapiens_hsa04611,Alzheimer.s.disease_Homo.sapiens_hsa05010,0.103448276
Apoptosis_Homo.sapiens_hsa04210,Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,0.103448276
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Oocyte.meiosis_Homo.sapiens_hsa04114,0.103448276
Apoptosis_Homo.sapiens_hsa04210,Long.term.potentiation_Homo.sapiens_hsa04720,0.1
Amphetamine.addiction_Homo.sapiens_hsa05031,Oxytocin.signaling.pathway_Homo.sapiens_hsa04921,0.1
Glutamatergic.synapse_Homo.sapiens_hsa04724,Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,0.1
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Gap.junction_Homo.sapiens_hsa04540,0.1
Long.term.potentiation_Homo.sapiens_hsa04720,MAPK.signaling.pathway_Homo.sapiens_hsa04010,0.1
Gap.junction_Homo.sapiens_hsa04540,Insulin.secretion_Homo.sapiens_hsa04911,0.1
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Insulin.secretion_Homo.sapiens_hsa04911,0.1
Apoptosis_Homo.sapiens_hsa04210,Insulin.signaling.pathway_Homo.sapiens_hsa04910,0.1
MAPK.signaling.pathway_Homo.sapiens_hsa04010,Insulin.signaling.pathway_Homo.sapiens_hsa04910,0.1
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Hepatitis.B_Homo.sapiens_hsa05161,0.1
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.1
Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.1
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.1
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,0.1
Non.alcoholic.fatty.liver.disease..NAFLD._Homo.sapiens_hsa04932,Longevity.regulating.pathway...mammal_Homo.sapiens_hsa04211,0.1
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Pathways.in.cancer_Homo.sapiens_hsa05200,0.1
Non.alcoholic.fatty.liver.disease..NAFLD._Homo.sapiens_hsa04932,NF.kappa.B.signaling.pathway_Homo.sapiens_hsa04064,0.1
Rap1.signaling.pathway_Homo.sapiens_hsa04015,Adherens.junction_Homo.sapiens_hsa04520,0.1
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.1
Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,Sphingolipid.signaling.pathway_Homo.sapiens_hsa04071,0.1
cGMP.PKG.signaling.pathway_Homo.sapiens_hsa04022,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.1
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.1
Hepatitis.B_Homo.sapiens_hsa05161,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.1
Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,Wnt.signaling.pathway_Homo.sapiens_hsa04310,0.1
Insulin.resistance_Homo.sapiens_hsa04931,Epithelial.cell.signaling.in.Helicobacter.pylori.infection_Homo.sapiens_hsa05120,0.1
Rap1.signaling.pathway_Homo.sapiens_hsa04015,T.cell.receptor.signaling.pathway_Homo.sapiens_hsa04660,0.1
Circadian.entrainment_Homo.sapiens_hsa04713,ErbB.signaling.pathway_Homo.sapiens_hsa04012,0.1
Insulin.resistance_Homo.sapiens_hsa04931,Pertussis_Homo.sapiens_hsa05133,0.1
Dopaminergic.synapse_Homo.sapiens_hsa04728,Nicotine.addiction_Homo.sapiens_hsa05033,0.1
Huntington.s.disease_Homo.sapiens_hsa05016,Nicotine.addiction_Homo.sapiens_hsa05033,0.1
Huntington.s.disease_Homo.sapiens_hsa05016,Renin.secretion_Homo.sapiens_hsa04924,0.1
NOD.like.receptor.signaling.pathway_Homo.sapiens_hsa04621,Malaria_Homo.sapiens_hsa05144,0.1
cAMP.signaling.pathway_Homo.sapiens_hsa04024,Insulin.signaling.pathway_Homo.sapiens_hsa04910,0.096774194
Axon.guidance_Homo.sapiens_hsa04360,Pathways.in.cancer_Homo.sapiens_hsa05200,0.096774194
FoxO.signaling.pathway_Homo.sapiens_hsa04068,Pathways.in.cancer_Homo.sapiens_hsa05200,0.096774194
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Neurotrophin.signaling.pathway_Homo.sapiens_hsa04722,0.095238095
Amyotrophic.lateral.sclerosis..ALS._Homo.sapiens_hsa05014,Non.alcoholic.fatty.liver.disease..NAFLD._Homo.sapiens_hsa04932,0.095238095
mTOR.signaling.pathway_Homo.sapiens_hsa04150,Influenza.A_Homo.sapiens_hsa05164,0.095238095
Estrogen.signaling.pathway_Homo.sapiens_hsa04915,Tight.junction_Homo.sapiens_hsa04530,0.095238095
Aldosterone.synthesis.and.secretion_Homo.sapiens_hsa04925,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.095238095
Insulin.signaling.pathway_Homo.sapiens_hsa04910,Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,0.095238095
Long.term.depression_Homo.sapiens_hsa04730,Adrenergic.signaling.in.cardiomyocytes_Homo.sapiens_hsa04261,0.095238095
Chagas.disease..American.trypanosomiasis._Homo.sapiens_hsa05142,Alcoholism_Homo.sapiens_hsa05034,0.095238095
