GeneMANIA Results
Plugin Version	3.4.1 (20160523-2245)
Data Version	2014-08-12
Report Generated	Tue May 16 15:04:47 BST 2017

Gene	Score	Description
WWP1	SMC5	0.021418485585533255	Co-expression	Bahr-Bowler-2013
YTHDC2	ANKRD10	0.009915973938091068	Co-expression	Bahr-Bowler-2013
YTHDC2	ARGLU1	0.011223328950622077	Co-expression	Bahr-Bowler-2013
YTHDC2	BTAF1	0.0059735341675145005	Co-expression	Bahr-Bowler-2013
YTHDC2	CHD1	0.00880607007428469	Co-expression	Bahr-Bowler-2013
YTHDC2	CNOT2	0.00949374951232976	Co-expression	Bahr-Bowler-2013
YTHDC2	CREBZF	0.009032780338879394	Co-expression	Bahr-Bowler-2013
YTHDC2	DHX29	0.004255744871030673	Co-expression	Bahr-Bowler-2013
YTHDC2	DMTF1	0.006109592970257683	Co-expression	Bahr-Bowler-2013
YTHDC2	GSAP	0.011822152901235292	Co-expression	Bahr-Bowler-2013
YTHDC2	HNRNPA2B1	0.012191716137026926	Co-expression	Bahr-Bowler-2013
YTHDC2	MAN2A1	0.012105972376526209	Co-expression	Bahr-Bowler-2013
YTHDC2	MAP4K3	0.007059103827066527	Co-expression	Bahr-Bowler-2013
YTHDC2	N4BP2L2	0.012999050774669	Co-expression	Bahr-Bowler-2013
YTHDC2	PCF11	0.011679712976396391	Co-expression	Bahr-Bowler-2013
YTHDC2	PRPF4B	0.012766098180437595	Co-expression	Bahr-Bowler-2013
YTHDC2	RASA1	0.01217726728687353	Co-expression	Bahr-Bowler-2013
YTHDC2	SEC24B	0.006284428165370581	Co-expression	Bahr-Bowler-2013
YTHDC2	SENP7	0.010747116478982905	Co-expression	Bahr-Bowler-2013
YTHDC2	SLC35A3	0.011385108771870095	Co-expression	Bahr-Bowler-2013
YTHDC2	SLTM	0.007239287528380065	Co-expression	Bahr-Bowler-2013
YTHDC2	SMCHD1	0.011826695300833967	Co-expression	Bahr-Bowler-2013
YTHDC2	SMG1	0.005280457923493053	Co-expression	Bahr-Bowler-2013
YTHDC2	SREK1	0.013187178956336611	Co-expression	Bahr-Bowler-2013
YTHDC2	SRSF10	0.011425245330338167	Co-expression	Bahr-Bowler-2013
YTHDC2	SRSF11	0.013313788768469989	Co-expression	Bahr-Bowler-2013
YTHDC2	TCERG1	0.0057524233458863365	Co-expression	Bahr-Bowler-2013
YTHDC2	U2SURP	0.009953789886644393	Co-expression	Bahr-Bowler-2013
YTHDC2	UBR5	0.014272479358518149	Co-expression	Bahr-Bowler-2013
YTHDC2	USP8	0.01298469963440675	Co-expression	Bahr-Bowler-2013
YTHDC2	WDR11	0.011579729109600638	Co-expression	Bahr-Bowler-2013
YTHDC2	ZFC3H1	0.008841569854281956	Co-expression	Bahr-Bowler-2013
YTHDC2	ZMYM2	0.0076098250872339915	Co-expression	Bahr-Bowler-2013
YTHDC2	ZNF83	0.011428704038416846	Co-expression	Bahr-Bowler-2013
YTHDF3	CHD1	0.016792635077781115	Co-expression	Bahr-Bowler-2013
YTHDF3	DENND4A	0.021179405026651377	Co-expression	Bahr-Bowler-2013
YTHDF3	GNA13	0.02116292980659635	Co-expression	Bahr-Bowler-2013
YTHDF3	HIPK1	0.020464561683697542	Co-expression	Bahr-Bowler-2013
YTHDF3	MAP4K3	0.012769814487320206	Co-expression	Bahr-Bowler-2013
YTHDF3	SMNDC1	0.013860536678120743	Co-expression	Bahr-Bowler-2013
YTHDF3	STRN3	0.009601404715920246	Co-expression	Bahr-Bowler-2013
YTHDF3	ZCCHC8	0.016449403547313987	Co-expression	Bahr-Bowler-2013
ZBTB10	ANKRD10	0.010462999432659855	Co-expression	Bahr-Bowler-2013
ZBTB11	BIRC2	0.01852371791598949	Co-expression	Bahr-Bowler-2013
ZBTB11	CLK4	0.014641834960791095	Co-expression	Bahr-Bowler-2013
ZBTB11	DENND4A	0.021201194332377212	Co-expression	Bahr-Bowler-2013
ZBTB11	HIPK1	0.019958320075625674	Co-expression	Bahr-Bowler-2013
ZBTB11	NUP153	0.01649879922830793	Co-expression	Bahr-Bowler-2013
ZBTB11	PHF3	0.01522193858453224	Co-expression	Bahr-Bowler-2013
ZBTB11	ROCK1	0.01892010140656137	Co-expression	Bahr-Bowler-2013
ZBTB11	YTHDF3	0.014786986335109333	Co-expression	Bahr-Bowler-2013
ZBTB11	ZCCHC8	0.01516896094775601	Co-expression	Bahr-Bowler-2013
ZBTB11	ZNF217	0.012438610156181567	Co-expression	Bahr-Bowler-2013
ZCCHC10	CCDC90B	0.016515572019395092	Co-expression	Bahr-Bowler-2013
ZCCHC8	CLK4	0.01580753283795205	Co-expression	Bahr-Bowler-2013
ZFC3H1	ZNF573	0.010433536569459946	Co-expression	Bahr-Bowler-2013
ZFC3H1	ZNF83	0.02242947872583699	Co-expression	Bahr-Bowler-2013
ZFYVE26	NUP43	0.021218686623571913	Co-expression	Bahr-Bowler-2013
ZMYM2	ARGLU1	0.015126074077920076	Co-expression	Bahr-Bowler-2013
ZMYM2	BTAF1	0.008585598808307672	Co-expression	Bahr-Bowler-2013
ZMYM2	CHD1	0.01563502602513161	Co-expression	Bahr-Bowler-2013
ZMYM2	CNOT2	0.01527322739466716	Co-expression	Bahr-Bowler-2013
ZMYM2	DMTF1	0.008329729913583224	Co-expression	Bahr-Bowler-2013
ZMYM2	JMJD1C	0.015575455191382283	Co-expression	Bahr-Bowler-2013
ZMYM2	LPP	0.009968532976810903	Co-expression	Bahr-Bowler-2013
ZMYM2	MAP4K3	0.010084217046570542	Co-expression	Bahr-Bowler-2013
ZMYM2	RASA1	0.015106247852734567	Co-expression	Bahr-Bowler-2013
ZMYM2	RBM39	0.016085471954339382	Co-expression	Bahr-Bowler-2013
ZMYM2	RLF	0.010528610514225552	Co-expression	Bahr-Bowler-2013
ZMYM2	SEC24B	0.009758869757202377	Co-expression	Bahr-Bowler-2013
ZMYM2	SF3B1	0.013633405594790302	Co-expression	Bahr-Bowler-2013
ZMYM2	SLC11A2	0.010875186387785129	Co-expression	Bahr-Bowler-2013
ZMYM2	SLC35A3	0.014056983524611934	Co-expression	Bahr-Bowler-2013
ZMYM2	SREK1	0.01746826455453442	Co-expression	Bahr-Bowler-2013
ZMYM2	SRSF11	0.01613651204838775	Co-expression	Bahr-Bowler-2013
ZMYM2	TCERG1	0.007954210815790296	Co-expression	Bahr-Bowler-2013
ZMYM2	TRA2A	0.013739528529633251	Co-expression	Bahr-Bowler-2013
ZMYM2	ZNF83	0.014642754322039618	Co-expression	Bahr-Bowler-2013
ZNF12	ZNF573	0.011895531919147195	Co-expression	Bahr-Bowler-2013
ZNF217	CLK4	0.011996793786905567	Co-expression	Bahr-Bowler-2013
ZNF217	CPOX	0.015291977700710382	Co-expression	Bahr-Bowler-2013
ZNF217	CRLF3	0.01499762665362933	Co-expression	Bahr-Bowler-2013
ZNF217	DENND4A	0.016250659408041164	Co-expression	Bahr-Bowler-2013
ZNF217	DHX15	0.01718770614686054	Co-expression	Bahr-Bowler-2013
ZNF217	HIPK1	0.015918340295871705	Co-expression	Bahr-Bowler-2013
ZNF217	MAML1	0.014201046766051486	Co-expression	Bahr-Bowler-2013
ZNF217	NUP153	0.012336079170177953	Co-expression	Bahr-Bowler-2013
ZNF217	ROCK1	0.016978359374058567	Co-expression	Bahr-Bowler-2013
ZNF217	ZCCHC8	0.013179200055452703	Co-expression	Bahr-Bowler-2013
ZNF217	ZFYVE26	0.014181559194465974	Co-expression	Bahr-Bowler-2013
ZNF292	ATF7IP	0.011414061989160498	Co-expression	Bahr-Bowler-2013
ZNF292	SCAF11	0.01347147698802622	Co-expression	Bahr-Bowler-2013
ZNF638	BTAF1	0.017736953431113252	Co-expression	Bahr-Bowler-2013
ZNF638	LUC7L3	0.024229148355932366	Co-expression	Bahr-Bowler-2013
ZNF638	MON2	0.010254900681649356	Co-expression	Bahr-Bowler-2013
ZNF638	PPWD1	0.02124747773127018	Co-expression	Bahr-Bowler-2013
ZNF638	TOP2B	0.013922625762246451	Co-expression	Bahr-Bowler-2013
ZNF638	UPF2	0.017414349791074913	Co-expression	Bahr-Bowler-2013
ZNF638	ZFC3H1	0.02116677158186191	Co-expression	Bahr-Bowler-2013
ZNF638	ZNF573	0.014484520925704372	Co-expression	Bahr-Bowler-2013
ABCA8	EFEMP1	0.017265697638798493	Co-expression	Bild-Nevins-2006 B
ABCA8	PPP1R12B	0.01745551576335444	Co-expression	Bild-Nevins-2006 B
ABI1	FOXN3	0.018249528865432543	Co-expression	Bild-Nevins-2006 B
ABI1	PRPF4B	0.02059090478385258	Co-expression	Bild-Nevins-2006 B
ABI1	SMC5	0.008572939498346989	Co-expression	Bild-Nevins-2006 B
ABL1	TBC1D2B	0.030148490296530255	Co-expression	Bild-Nevins-2006 B
ADNP	ALMS1	0.010759982916008186	Co-expression	Bild-Nevins-2006 B
ADNP	AUTS2	0.010671357934986843	Co-expression	Bild-Nevins-2006 B
ADNP	BCLAF1	0.006497077848620681	Co-expression	Bild-Nevins-2006 B
ADNP	NCOA6	0.010487914838938068	Co-expression	Bild-Nevins-2006 B
ADNP	ZFC3H1	0.009312788529316322	Co-expression	Bild-Nevins-2006 B
ADNP	ZFYVE26	0.008482976471475206	Co-expression	Bild-Nevins-2006 B
AHR	ANXA1	0.012587119408661373	Co-expression	Bild-Nevins-2006 B
AHR	HIPK1	0.012471068225264241	Co-expression	Bild-Nevins-2006 B
AHR	PDE4B	0.02399675597722976	Co-expression	Bild-Nevins-2006 B
AHR	SCAF11	0.009336129580534197	Co-expression	Bild-Nevins-2006 B
AHR	TCF12	0.016082624657429042	Co-expression	Bild-Nevins-2006 B
AKR1B1	CTSH	0.01866997800468836	Co-expression	Bild-Nevins-2006 B
AKR1B1	GPNMB	0.017284705614161778	Co-expression	Bild-Nevins-2006 B
AMD1	SLC26A2	0.012900751625081948	Co-expression	Bild-Nevins-2006 B
ANXA1	CALD1	0.010579371643253685	Co-expression	Bild-Nevins-2006 B
ANXA1	CLIC4	0.00989055024910217	Co-expression	Bild-Nevins-2006 B
ANXA1	IFRD1	0.015158838549796692	Co-expression	Bild-Nevins-2006 B
ANXA1	PDE4B	0.013637063057175743	Co-expression	Bild-Nevins-2006 B
ANXA4	ANXA1	0.013017576483035056	Co-expression	Bild-Nevins-2006 B
ANXA4	CLIC4	0.011315817627444174	Co-expression	Bild-Nevins-2006 B
ANXA4	HNRNPA2B1	0.00787417121586222	Co-expression	Bild-Nevins-2006 B
ANXA4	PHKB	0.01862114805211652	Co-expression	Bild-Nevins-2006 B
ANXA4	SMNDC1	0.010101284995430037	Co-expression	Bild-Nevins-2006 B
ATM	CARD8	0.02357903151793196	Co-expression	Bild-Nevins-2006 B
ATM	FAM65B	0.015249912877318934	Co-expression	Bild-Nevins-2006 B
ATRX	ROCK1	0.019456543399043996	Co-expression	Bild-Nevins-2006 B
ATXN2	ADNP	0.009725286636339823	Co-expression	Bild-Nevins-2006 B
ATXN2	CHD1	0.01566113273942386	Co-expression	Bild-Nevins-2006 B
ATXN2	CRY1	0.022544405628943814	Co-expression	Bild-Nevins-2006 B
ATXN2	CTBP2	0.02134768183902383	Co-expression	Bild-Nevins-2006 B
B2M	HCLS1	0.007110872744486008	Co-expression	Bild-Nevins-2006 B
B2M	PLSCR1	0.01479228001697164	Co-expression	Bild-Nevins-2006 B
BCLAF1	C6orf120	0.01422049714451937	Co-expression	Bild-Nevins-2006 B
BCLAF1	TCF12	0.010797180341479877	Co-expression	Bild-Nevins-2006 B
BIRC2	AHR	0.015807527912330598	Co-expression	Bild-Nevins-2006 B
BIRC2	ANXA1	0.012880845389887968	Co-expression	Bild-Nevins-2006 B
BIRC2	CALD1	0.011796229659420378	Co-expression	Bild-Nevins-2006 B
BIRC2	CEP57	0.01437683422234838	Co-expression	Bild-Nevins-2006 B
BIRC2	CLIC4	0.009414568469494834	Co-expression	Bild-Nevins-2006 B
BIRC2	HIPK1	0.009192390565684383	Co-expression	Bild-Nevins-2006 B
BIRC2	HMGN4	0.01865370218439958	Co-expression	Bild-Nevins-2006 B
BIRC2	IFRD1	0.015027864542194186	Co-expression	Bild-Nevins-2006 B
BIRC2	PHKB	0.013800329567984406	Co-expression	Bild-Nevins-2006 B
BIRC2	SMC5	0.00805323202487289	Co-expression	Bild-Nevins-2006 B
BIRC2	SMNDC1	0.007860980126975383	Co-expression	Bild-Nevins-2006 B
BIRC2	TMX1	0.012495050890646902	Co-expression	Bild-Nevins-2006 B
BNIP2	ANXA1	0.019425210202453143	Co-expression	Bild-Nevins-2006 B
BNIP2	EIF4A3	0.023771348823098695	Co-expression	Bild-Nevins-2006 B
BNIP2	RBPJ	0.02554182767036969	Co-expression	Bild-Nevins-2006 B
BNIP2	SMNDC1	0.012695830027672285	Co-expression	Bild-Nevins-2006 B
BNIP2	TPP1	0.02435509811118735	Co-expression	Bild-Nevins-2006 B
BTAF1	C1orf63	0.028385329588296027	Co-expression	Bild-Nevins-2006 B
BTAF1	JMJD1C	0.012283815311514679	Co-expression	Bild-Nevins-2006 B
BTAF1	SCAF8	0.01489709111688397	Co-expression	Bild-Nevins-2006 B
BTG1	DENND4A	0.025069671904548854	Co-expression	Bild-Nevins-2006 B
BTG1	PIGA	0.02318860369232424	Co-expression	Bild-Nevins-2006 B
C1orf63	DMTF1	0.012371629242397627	Co-expression	Bild-Nevins-2006 B
C1orf63	MAML1	0.035756280323013576	Co-expression	Bild-Nevins-2006 B
C1orf63	PNISR	0.010719298348697219	Co-expression	Bild-Nevins-2006 B
C1orf63	ROCK1	0.015502794822082925	Co-expression	Bild-Nevins-2006 B
C1orf63	SRRM1	0.02012417096918735	Co-expression	Bild-Nevins-2006 B
C1orf63	TCF12	0.018868640437896336	Co-expression	Bild-Nevins-2006 B
C1orf63	ZNF292	0.015232576836342326	Co-expression	Bild-Nevins-2006 B
C6orf120	HNMT	0.023276578338211572	Co-expression	Bild-Nevins-2006 B
CALD1	CDH11	0.01198436214520943	Co-expression	Bild-Nevins-2006 B
CARD8	TBC1D2B	0.017692734847381247	Co-expression	Bild-Nevins-2006 B
CDH11	TWIST1	0.012764726930442491	Co-expression	Bild-Nevins-2006 B
CEBPZ	PAPOLA	0.007927852519031466	Co-expression	Bild-Nevins-2006 B
CEBPZ	STX16	0.03835161335711839	Co-expression	Bild-Nevins-2006 B
CEBPZ	ZNF292	0.02149722154426438	Co-expression	Bild-Nevins-2006 B
CHD1	ITPR2	0.0152414435703438	Co-expression	Bild-Nevins-2006 B
CHD1	KAT6A	0.015486984950721577	Co-expression	Bild-Nevins-2006 B
CHD1	SMAD5	0.015454627663172568	Co-expression	Bild-Nevins-2006 B
CHD1	ZFC3H1	0.013998164754968272	Co-expression	Bild-Nevins-2006 B
CHD1	ZFX	0.015266535044671422	Co-expression	Bild-Nevins-2006 B
CLIC4	CALD1	0.012000183229245502	Co-expression	Bild-Nevins-2006 B
CLIC4	CDH11	0.007705457836843012	Co-expression	Bild-Nevins-2006 B
CLIC4	GPNMB	0.012269069398399397	Co-expression	Bild-Nevins-2006 B
CLIC4	PALLD	0.009665676319946883	Co-expression	Bild-Nevins-2006 B
CNOT1	ABI1	0.018863800299973654	Co-expression	Bild-Nevins-2006 B
CNOT2	ADNP	0.009867235360791982	Co-expression	Bild-Nevins-2006 B
CNOT2	HNRNPA1	0.032636692452907554	Co-expression	Bild-Nevins-2006 B
CNOT2	HNRNPK	0.01086806811694003	Co-expression	Bild-Nevins-2006 B
CNOT2	PPIG	0.01723852808208862	Co-expression	Bild-Nevins-2006 B
CNOT2	ZFC3H1	0.04003738169269959	Co-expression	Bild-Nevins-2006 B
COL3A1	CDH11	0.009569860276868982	Co-expression	Bild-Nevins-2006 B
COL3A1	PALLD	0.012719457625022008	Co-expression	Bild-Nevins-2006 B
COL3A1	SPARC	0.012372014210896497	Co-expression	Bild-Nevins-2006 B
COL3A1	TWIST1	0.01790452233928046	Co-expression	Bild-Nevins-2006 B
COL3A1	VCAN	0.011836946618902772	Co-expression	Bild-Nevins-2006 B
CPOX	AUTS2	0.029166140388812573	Co-expression	Bild-Nevins-2006 B
CPOX	ZFYVE26	0.026960442817968278	Co-expression	Bild-Nevins-2006 B
CREBZF	DHX29	0.014888108518577012	Co-expression	Bild-Nevins-2006 B
CREBZF	HNRNPA2B1	0.007199858399877652	Co-expression	Bild-Nevins-2006 B
CREBZF	NUDT21	0.020663100704697242	Co-expression	Bild-Nevins-2006 B
CREBZF	PRPF4B	0.024004891395668658	Co-expression	Bild-Nevins-2006 B
CREBZF	ROCK1	0.012643810692067738	Co-expression	Bild-Nevins-2006 B
CREBZF	SCAF11	0.008223606748530425	Co-expression	Bild-Nevins-2006 B
CREG1	EFEMP1	0.032840354493189845	Co-expression	Bild-Nevins-2006 B
CREG1	LPL	0.016522972556762362	Co-expression	Bild-Nevins-2006 B
CRK	JMJD1C	0.014392213028659213	Co-expression	Bild-Nevins-2006 B
CRK	SRSF10	0.015412872908351796	Co-expression	Bild-Nevins-2006 B
CRK	UBXN7	0.029904427743363347	Co-expression	Bild-Nevins-2006 B
CRLF3	BTG1	0.016943346944853353	Co-expression	Bild-Nevins-2006 B
CRLF3	DENND4A	0.02618888122824659	Co-expression	Bild-Nevins-2006 B
CRLF3	FAM65B	0.011997183215830364	Co-expression	Bild-Nevins-2006 B
CRLF3	NSMAF	0.014174586224934105	Co-expression	Bild-Nevins-2006 B
CRY1	ABI1	0.01543406860113908	Co-expression	Bild-Nevins-2006 B
CRY1	SLC11A2	0.013502365195712003	Co-expression	Bild-Nevins-2006 B
CRY1	SMC5	0.012245874111952939	Co-expression	Bild-Nevins-2006 B
CRY1	SPEN	0.018743961724225183	Co-expression	Bild-Nevins-2006 B
CTBP2	AUTS2	0.021011401265512795	Co-expression	Bild-Nevins-2006 B
CTBP2	SASH1	0.02486927898187509	Co-expression	Bild-Nevins-2006 B
DAAM1	ADNP	0.011320579276643785	Co-expression	Bild-Nevins-2006 B
DAAM1	CNOT1	0.028434456053821694	Co-expression	Bild-Nevins-2006 B
DAAM1	DHX15	0.017678686611804374	Co-expression	Bild-Nevins-2006 B
DAAM1	HNRNPK	0.011687318458117171	Co-expression	Bild-Nevins-2006 B
DAAM1	MLH3	0.029885498256723132	Co-expression	Bild-Nevins-2006 B
DAAM1	SCAF8	0.018369676412662305	Co-expression	Bild-Nevins-2006 B
DAAM1	SEC24A	0.0196441937398199	Co-expression	Bild-Nevins-2006 B
DAAM1	ZFYVE26	0.026999896482765063	Co-expression	Bild-Nevins-2006 B
DDX17	MAN2A1	0.027986853553941714	Co-expression	Bild-Nevins-2006 B
DDX17	PNISR	0.01144680409357415	Co-expression	Bild-Nevins-2006 B
DDX17	PUM2	0.018036529158810353	Co-expression	Bild-Nevins-2006 B
DDX17	RBM5	0.02360793779337136	Co-expression	Bild-Nevins-2006 B
DDX17	ROCK1	0.016591222861956797	Co-expression	Bild-Nevins-2006 B
DDX21	ADNP	0.00977155137810528	Co-expression	Bild-Nevins-2006 B
DDX21	BCLAF1	0.015363910895388756	Co-expression	Bild-Nevins-2006 B
DDX21	PLSCR1	0.015337851393476596	Co-expression	Bild-Nevins-2006 B
DDX5	LUC7L3	0.020347181102632894	Co-expression	Bild-Nevins-2006 B
DHX15	ADNP	0.007882277979687932	Co-expression	Bild-Nevins-2006 B
DHX15	CRY1	0.015199616556063694	Co-expression	Bild-Nevins-2006 B
DHX15	CTBP2	0.01362085326708256	Co-expression	Bild-Nevins-2006 B
DHX15	MLH3	0.017038964897344456	Co-expression	Bild-Nevins-2006 B
DHX15	TARDBP	0.01720703167878789	Co-expression	Bild-Nevins-2006 B
DMTF1	ADAM17	0.010794799516880072	Co-expression	Bild-Nevins-2006 B
DMTF1	ANKRD28	0.011925914209429582	Co-expression	Bild-Nevins-2006 B
DMTF1	CRY1	0.009441280798246502	Co-expression	Bild-Nevins-2006 B
DMTF1	GSAP	0.011600189746245158	Co-expression	Bild-Nevins-2006 B
DMTF1	LPP	0.010351277807673386	Co-expression	Bild-Nevins-2006 B
DMTF1	N4BP2L2	0.01144650259720934	Co-expression	Bild-Nevins-2006 B
DMTF1	OGT	0.01340107487566312	Co-expression	Bild-Nevins-2006 B
DMTF1	PNISR	0.006940518577398802	Co-expression	Bild-Nevins-2006 B
DMTF1	PNN	0.011206811741332185	Co-expression	Bild-Nevins-2006 B
DMTF1	SMC5	0.005256797800807547	Co-expression	Bild-Nevins-2006 B
DMTF1	ZFC3H1	0.011166832326676104	Co-expression	Bild-Nevins-2006 B
EIF3E	PABPC1	0.045603423193625876	Co-expression	Bild-Nevins-2006 B
EIF4A3	ANXA1	0.012156628696263513	Co-expression	Bild-Nevins-2006 B
ELF1	MAN2A1	0.029946961156151086	Co-expression	Bild-Nevins-2006 B
ELF1	PAPOLA	0.008358792361344673	Co-expression	Bild-Nevins-2006 B
ELF1	SCAF11	0.013039675419064024	Co-expression	Bild-Nevins-2006 B
ELF1	SRSF10	0.0149536889613343	Co-expression	Bild-Nevins-2006 B
ELF1	TMX1	0.01625117233803288	Co-expression	Bild-Nevins-2006 B
ELF1	UBXN7	0.02478722462824222	Co-expression	Bild-Nevins-2006 B
ELF1	ZNF217	0.021827105909771542	Co-expression	Bild-Nevins-2006 B
EP300	BCLAF1	0.016250387450802175	Co-expression	Bild-Nevins-2006 B
EP300	PUM1	0.010671476290997822	Co-expression	Bild-Nevins-2006 B
EP300	SF3A1	0.035826795588502325	Co-expression	Bild-Nevins-2006 B
EP300	SMNDC1	0.011817120118284608	Co-expression	Bild-Nevins-2006 B
EP300	TCF12	0.021514322119071776	Co-expression	Bild-Nevins-2006 B
EPS8	HIPK1	0.013630207129508172	Co-expression	Bild-Nevins-2006 B
EPS8	SCAF11	0.010138669921740177	Co-expression	Bild-Nevins-2006 B
EPS8	SEPT8	0.02227971673769507	Co-expression	Bild-Nevins-2006 B
ERBB4	LRBA	0.012166352576955029	Co-expression	Bild-Nevins-2006 B
FAM65B	BTG1	0.012179495077584725	Co-expression	Bild-Nevins-2006 B
FAM65B	CARD8	0.010613996382802509	Co-expression	Bild-Nevins-2006 B
FAM65B	DENND4A	0.01525269611235607	Co-expression	Bild-Nevins-2006 B
FHL1	ABCA8	0.014470534807461615	Co-expression	Bild-Nevins-2006 B
FHL1	FOXN3	0.01862069456171656	Co-expression	Bild-Nevins-2006 B
FHL1	LPL	0.013574370501086352	Co-expression	Bild-Nevins-2006 B
FHL1	PPP1R12B	0.01737958975938481	Co-expression	Bild-Nevins-2006 B
FHL1	RPS6KA2	0.016627935650709844	Co-expression	Bild-Nevins-2006 B
FNBP4	C1orf63	0.0229616118134988	Co-expression	Bild-Nevins-2006 B
FNBP4	DENND4A	0.025218456623024632	Co-expression	Bild-Nevins-2006 B
FNBP4	DMTF1	0.009669276211459774	Co-expression	Bild-Nevins-2006 B
FNBP4	GSAP	0.026146068744443484	Co-expression	Bild-Nevins-2006 B
FNBP4	LUC7L3	0.017820149453685142	Co-expression	Bild-Nevins-2006 B
FNBP4	MARK3	0.020901620458992076	Co-expression	Bild-Nevins-2006 B
FNBP4	OGT	0.02720198625688045	Co-expression	Bild-Nevins-2006 B
FNBP4	PNISR	0.011041145718132509	Co-expression	Bild-Nevins-2006 B
FNBP4	PNN	0.023822077455257194	Co-expression	Bild-Nevins-2006 B
FNBP4	PRPF4B	0.024790451386857343	Co-expression	Bild-Nevins-2006 B
FNBP4	SLC11A2	0.013789540483194078	Co-expression	Bild-Nevins-2006 B
FNBP4	SRRM1	0.016429675627939202	Co-expression	Bild-Nevins-2006 B
FNBP4	SRSF11	0.012410289298994475	Co-expression	Bild-Nevins-2006 B
FNBP4	TCERG1	0.02054903541057907	Co-expression	Bild-Nevins-2006 B
FNBP4	TRA2A	0.02626603190546667	Co-expression	Bild-Nevins-2006 B
FOXJ3	BCLAF1	0.008110069073050672	Co-expression	Bild-Nevins-2006 B
FOXJ3	EPS8	0.011633363067343552	Co-expression	Bild-Nevins-2006 B
FOXJ3	FNBP4	0.010859845488808834	Co-expression	Bild-Nevins-2006 B
FOXJ3	HNRNPA1	0.016599117830815493	Co-expression	Bild-Nevins-2006 B
FOXJ3	HNRNPH3	0.009741624749265963	Co-expression	Bild-Nevins-2006 B
FOXJ3	LUC7L3	0.010452946244031027	Co-expression	Bild-Nevins-2006 B
FOXJ3	MORC3	0.007550470640465542	Co-expression	Bild-Nevins-2006 B
FOXJ3	PHF3	0.011153799461088156	Co-expression	Bild-Nevins-2006 B
FOXJ3	PNISR	0.006699637932148117	Co-expression	Bild-Nevins-2006 B
FOXJ3	PNN	0.014790088561989401	Co-expression	Bild-Nevins-2006 B
FOXJ3	PUM1	0.006130257063792355	Co-expression	Bild-Nevins-2006 B
FOXJ3	RBPJ	0.012370698590395506	Co-expression	Bild-Nevins-2006 B
FOXJ3	RLF	0.011961499501446461	Co-expression	Bild-Nevins-2006 B
FOXJ3	SEC24B	0.006199962524995462	Co-expression	Bild-Nevins-2006 B
FOXJ3	SLC25A36	0.011675014416386308	Co-expression	Bild-Nevins-2006 B
FOXJ3	SMNDC1	0.006403892423618391	Co-expression	Bild-Nevins-2006 B
FOXJ3	SPEN	0.011637009678334462	Co-expression	Bild-Nevins-2006 B
FOXJ3	SRRM1	0.009475115667153634	Co-expression	Bild-Nevins-2006 B
FOXJ3	SRSF11	0.008376233053952043	Co-expression	Bild-Nevins-2006 B
FOXJ3	SRSF4	0.009060864645314888	Co-expression	Bild-Nevins-2006 B
FOXJ3	ZMYM2	0.008648526007443022	Co-expression	Bild-Nevins-2006 B
FOXJ3	ZNF638	0.007856387290823011	Co-expression	Bild-Nevins-2006 B
GNA13	PAPOLA	0.006053533091138173	Co-expression	Bild-Nevins-2006 B
GPNMB	TWIST1	0.021765010117148036	Co-expression	Bild-Nevins-2006 B
GSAP	ITPR2	0.020316080880505762	Co-expression	Bild-Nevins-2006 B
GSAP	N4BP2L2	0.028094891412469167	Co-expression	Bild-Nevins-2006 B
GSAP	SSFA2	0.022435219094183487	Co-expression	Bild-Nevins-2006 B
GSAP	U2SURP	0.026567456010817912	Co-expression	Bild-Nevins-2006 B
HCLS1	AKR1B1	0.005985475270193174	Co-expression	Bild-Nevins-2006 B
HCLS1	ATM	0.009291522445848825	Co-expression	Bild-Nevins-2006 B
HCLS1	CTSH	0.011869695104214387	Co-expression	Bild-Nevins-2006 B
HCLS1	LAPTM5	0.005621991501948092	Co-expression	Bild-Nevins-2006 B
HCLS1	SH2B3	0.006839446281580671	Co-expression	Bild-Nevins-2006 B
HCLS1	TNFAIP3	0.007655933321364633	Co-expression	Bild-Nevins-2006 B
HCLS1	TPP1	0.006828443533044206	Co-expression	Bild-Nevins-2006 B
HEXB	REL	0.03824738033288074	Co-expression	Bild-Nevins-2006 B
HIF1A	AHR	0.01700242154456502	Co-expression	Bild-Nevins-2006 B
HIF1A	ANXA1	0.012596424682829845	Co-expression	Bild-Nevins-2006 B
HIF1A	CLIC4	0.011293974091228372	Co-expression	Bild-Nevins-2006 B
HIF1A	GPNMB	0.0160690635502763	Co-expression	Bild-Nevins-2006 B
HIF1A	KIAA0947	0.015964268646449686	Co-expression	Bild-Nevins-2006 B
HIF1A	NUP153	0.00741573415756664	Co-expression	Bild-Nevins-2006 B
HIF1A	PRDX4	0.015799478457731258	Co-expression	Bild-Nevins-2006 B
HIF1A	SAT1	0.017794214537047697	Co-expression	Bild-Nevins-2006 B
HIF1A	SNAPC1	0.02680372949260963	Co-expression	Bild-Nevins-2006 B
HIPK1	PAPOLA	0.004651359462243736	Co-expression	Bild-Nevins-2006 B
HIPK1	SCAF11	0.006479179305128735	Co-expression	Bild-Nevins-2006 B
HMGN4	ITPR2	0.02317730879131857	Co-expression	Bild-Nevins-2006 B
HNRNPA1	PHF3	0.0225844249108878	Co-expression	Bild-Nevins-2006 B
