"","1-TDPneg","1-TDPpos","2-TDPneg","2-TDPpos","3-TDPneg","3-TDPpos","4-TDPneg","4-TDPpos","5-TDPneg","5-TDPpos","6-TDPneg","6-TDPpos","7-TDPneg","7-TDPpos"
"ENSG00000211574",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211575",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211577",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211578",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211579",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211580",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211581",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211582",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211583",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211584",835,800,726,1273,873,935,1868,1828,948,967,862,812,601,397
"ENSG00000211590",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211591",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211592",24,34,22,48,32,39,11,20,24,42,10,43,43,29
"ENSG00000211593",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211596",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211597",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211598",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211599",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211611",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211623",0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000211625",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211626",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211632",13,16,8,12,23,10,2,5,2,8,0,0,4,6
"ENSG00000211633",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211637",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211638",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211639",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211640",0,0,10,4,0,1,0,0,0,0,0,0,0,0
"ENSG00000211641",0,0,2,5,2,2,0,0,2,0,0,0,0,0
"ENSG00000211642",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211643",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211644",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211645",20,35,9,9,14,15,36,8,14,17,3,11,0,18
"ENSG00000211647",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211648",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211649",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211650",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211651",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211652",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211653",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211654",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211655",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211656",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211657",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211658",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211659",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211660",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211661",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211662",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211663",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211664",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211665",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211666",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211667",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211668",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211669",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211670",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211672",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211673",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211674",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211675",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211676",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211677",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211678",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211679",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211680",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211681",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211682",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211683",93,51,97,74,118,114,165,315,56,44,27,23,85,77
"ENSG00000211684",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211685",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211687",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211688",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211689",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211690",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211691",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211692",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211693",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211694",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211695",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211696",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211697",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211698",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211699",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211701",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211706",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211707",0,0,0,0,1,0,0,0,1,0,0,0,0,0
"ENSG00000211710",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211713",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211714",0,0,0,0,0,0,0,0,1,2,2,2,1,0
"ENSG00000211715",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211716",0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211717",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211720",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211721",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211724",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000211725",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211727",1,0,2,4,3,4,0,0,3,4,2,3,0,0
"ENSG00000211728",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211731",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211734",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211739",0,0,0,0,0,1,0,0,0,0,1,2,0,6
"ENSG00000211745",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211746",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211747",0,0,0,6,0,0,0,0,0,0,1,3,0,1
"ENSG00000211749",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211750",0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ENSG00000211751",0,0,0,1,0,0,0,0,0,0,0,1,0,0
"ENSG00000211752",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211753",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211764",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211765",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211766",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211767",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211768",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211769",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211770",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211771",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211772",3,4,2,20,7,25,9,12,12,17,6,15,0,0
"ENSG00000211776",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211777",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211778",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211779",0,0,1,0,0,0,0,0,0,3,0,1,0,0
"ENSG00000211780",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211781",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211782",0,0,0,0,0,0,0,0,0,2,0,1,0,0
"ENSG00000211783",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211784",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211785",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211786",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211787",0,0,0,1,0,0,0,0,1,1,0,0,0,0
"ENSG00000211788",0,0,0,0,0,1,0,0,0,0,0,0,3,0
"ENSG00000211789",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211790",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211791",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211792",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211793",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211794",1,0,0,1,0,1,0,0,0,0,0,0,0,0
"ENSG00000211795",0,0,0,0,0,0,3,0,0,0,0,0,4,15
"ENSG00000211796",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211797",0,0,0,0,0,0,0,0,0,0,0,0,1,13
"ENSG00000211798",0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ENSG00000211799",2,0,0,2,0,0,0,0,0,0,0,0,5,1
"ENSG00000211800",0,0,0,0,0,0,0,0,0,0,0,1,0,1
"ENSG00000211801",0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ENSG00000211802",3,0,0,0,0,0,0,0,0,0,0,0,8,11
"ENSG00000211803",0,2,0,0,0,0,0,0,0,0,0,0,1,1
"ENSG00000211804",0,0,0,0,0,0,0,0,0,0,0,0,4,11
"ENSG00000211805",1,0,0,1,0,1,0,1,3,4,0,0,47,25
"ENSG00000211806",0,1,0,0,0,0,0,0,0,0,0,1,14,6
"ENSG00000211807",0,0,0,0,0,0,0,21,0,0,0,0,14,22
"ENSG00000211808",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211809",1,6,1,0,0,0,0,0,0,0,0,0,373,150
"ENSG00000211810",0,2,1,0,0,0,0,5,0,0,0,0,40,32
"ENSG00000211812",1,0,0,2,0,1,0,5,0,0,0,5,81,85
"ENSG00000211813",1,0,0,3,0,1,0,6,1,0,3,4,16,13
"ENSG00000211814",0,0,0,1,0,6,0,2,1,3,0,1,4,41
"ENSG00000211815",0,0,0,1,0,0,0,0,3,2,0,0,6,14
"ENSG00000211816",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211817",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211818",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211819",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211820",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211821",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211825",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211826",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211827",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211828",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211829",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211831",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211832",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211833",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211834",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211835",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211836",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211837",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211838",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211839",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211840",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211841",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211842",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211843",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211844",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211845",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211846",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211847",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211848",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211849",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211850",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211851",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211854",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211855",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211856",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211857",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211858",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211859",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211860",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211861",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211862",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211863",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211864",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211865",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211866",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211867",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211868",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211869",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211870",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211871",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211872",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211873",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211875",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211876",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211877",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211878",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211879",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211880",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211881",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211882",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211883",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211884",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211885",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211886",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211887",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211888",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211890",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211891",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211892",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211893",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211895",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211896",1,0,0,0,0,0,1,1,0,1,1,0,0,1
"ENSG00000211897",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211898",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211899",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211900",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211904",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211905",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211907",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211909",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211911",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211912",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211914",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211915",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211917",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211918",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211920",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211921",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211923",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211924",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211925",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211928",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211930",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211931",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211933",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211934",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211935",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211937",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211938",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211941",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211942",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211943",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211944",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211945",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211946",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211947",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211949",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211950",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211951",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211952",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211955",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211956",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211957",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211958",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211959",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211961",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211962",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211964",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211965",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211966",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211967",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211968",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211970",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211972",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211973",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211974",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211976",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211978",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211979",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211983",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211984",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211987",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211990",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211991",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211995",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000211997",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212001",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212007",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212013",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212014",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212017",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212022",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212024",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212025",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212027",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212030",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212031",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212032",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212034",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212036",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212037",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212039",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212040",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212044",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212045",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212049",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212051",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212054",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212055",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212057",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212061",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212063",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212065",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212066",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212067",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212070",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212071",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212072",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212073",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212075",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212076",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212084",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212085",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212086",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212089",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212091",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212093",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212094",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212095",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212098",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212099",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212100",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212101",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212102",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212104",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212111",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212114",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212122",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212123",0,2,1,3,3,9,0,7,2,10,2,2,4,0
"ENSG00000212124",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212125",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212126",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212127",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212128",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212133",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212134",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212135",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212136",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212138",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212140",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212144",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212145",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212146",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212147",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212149",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212153",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212154",0,0,0,0,0,0,0,0,0,0,0,0,0,0
